Category	GeneSet	N_genes	N_overlap	p	adjP	genes	link
GO_bp	GO_REGULATION_OF_ADAPTIVE_IMMUNE_RESPONSE	56	10	7.952732919885364e-07	0.0004194505613863659	GATA3:IL4R:ALOX15:CLC:IL1R1:IL1RL1:IL18R1:IL2:IL6:IL33	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_REGULATION_OF_ADAPTIVE_IMMUNE_RESPONSE
GO_bp	GO_T_HELPER_1_TYPE_IMMUNE_RESPONSE	15	6	8.41347749987173e-07	0.0004194505613863659	IL4R:IL1R1:IL1RL1:IL18R1:IL18RAP:IL33	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_T_HELPER_1_TYPE_IMMUNE_RESPONSE
GO_bp	GO_REGULATION_OF_PRODUCTION_OF_MOLECULAR_MEDIATOR_OF_IMMUNE_RESPONSE	44	9	8.719397778414033e-07	0.0004194505613863659	GATA3:IL4R:CLC:IL1R1:IL18R1:IL2:IL5:IL6:IL33	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_REGULATION_OF_PRODUCTION_OF_MOLECULAR_MEDIATOR_OF_IMMUNE_RESPONSE
GO_bp	GO_POSITIVE_REGULATION_OF_PRODUCTION_OF_MOLECULAR_MEDIATOR_OF_IMMUNE_RESPONSE	33	8	9.130896574397081e-07	0.0004194505613863659	GATA3:IL4R:IL1R1:IL18R1:IL2:IL5:IL6:IL33	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_POSITIVE_REGULATION_OF_PRODUCTION_OF_MOLECULAR_MEDIATOR_OF_IMMUNE_RESPONSE
GO_bp	GO_REGULATION_OF_T_CELL_CYTOKINE_PRODUCTION	9	5	9.909167047838656e-07	0.0004284257517742007	GATA3:CLC:IL1R1:IL18R1:IL6	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_REGULATION_OF_T_CELL_CYTOKINE_PRODUCTION
GO_bp	GO_PRODUCTION_OF_MOLECULAR_MEDIATOR_OF_IMMUNE_RESPONSE	60	10	1.5494311638761533e-06	0.000594970141255977	GATA3:IL4R:CLC:IL1R1:IL18R1:IL18RAP:IL2:IL5:IL6:IL33	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_PRODUCTION_OF_MOLECULAR_MEDIATOR_OF_IMMUNE_RESPONSE
GO_bp	GO_POSITIVE_REGULATION_OF_CELL_ACTIVATION	107	13	1.6940338640523236e-06	0.000594970141255977	GATA3:GPR183:SOCS1:IL4R:IL1RL2:IL1RL1:TLR6:IL2:TSLP:IL5:IL6:JAK2:IL33	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_POSITIVE_REGULATION_OF_CELL_ACTIVATION
GO_bp	GO_POSITIVE_REGULATION_OF_T_CELL_CYTOKINE_PRODUCTION	5	4	1.7472408311031834e-06	0.000594970141255977	GATA3:IL1R1:IL18R1:IL6	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_POSITIVE_REGULATION_OF_T_CELL_CYTOKINE_PRODUCTION
GO_bp	GO_DEFENSE_RESPONSE	415	27	1.7947694361282222e-06	0.000594970141255977	JAK1:GATA3:SOCS1:IL4R:ALOX15:GPX4:ARID5A:IL1R1:IL1RL2:IL1RL1:IL18R1:IL18RAP:SP140:IL5RA:CD200:CD200R1:TLR6:IL2:TSLP:CAMK4:IL5:TNIP1:IL6:CCL24:JAK2:IL33:TNFSF8	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_DEFENSE_RESPONSE
GO_bp	GO_ALPHA_BETA_T_CELL_ACTIVATION	48	9	1.8983700333869536e-06	0.000594970141255977	GATA3:GPR18:GPR183:SOCS1:IL4R:IL18R1:IL2:IL6:TNFSF8	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_ALPHA_BETA_T_CELL_ACTIVATION
GO_bp	GO_REGULATION_OF_T_HELPER_1_TYPE_IMMUNE_RESPONSE	10	5	1.942759644917476e-06	0.000594970141255977	IL4R:IL1R1:IL1RL1:IL18R1:IL33	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_REGULATION_OF_T_HELPER_1_TYPE_IMMUNE_RESPONSE
GO_bp	GO_INTERLEUKIN_5_PRODUCTION	10	5	1.942759644917476e-06	0.000594970141255977	GATA3:IL1RL1:IL5RA:TSLP:IL33	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_INTERLEUKIN_5_PRODUCTION
GO_bp	GO_POSITIVE_REGULATION_OF_CYTOKINE_PRODUCTION	128	14	2.380684094996797e-06	0.0006999211239290583	GATA3:IL4R:POLR2E:IL1R1:IL1RL2:IL1RL1:IL18R1:CD200:TLR6:IL2:TSLP:IL6:JAK2:IL33	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_POSITIVE_REGULATION_OF_CYTOKINE_PRODUCTION
GO_bp	GO_INTERLEUKIN_6_PRODUCTION	38	8	2.900360114467871e-06	0.0008199094938976481	IL1RL2:IL18RAP:CD200:CD200R1:TLR6:TSLP:IL6:IL33	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_INTERLEUKIN_6_PRODUCTION
GO_bp	GO_REGULATION_OF_DEFENSE_RESPONSE	212	18	3.317117562645216e-06	0.0009029931142756422	JAK1:GATA3:SOCS1:GPX4:IL1R1:IL1RL2:IL1RL1:IL18RAP:CD200:CD200R1:TLR6:IL2:TSLP:TNIP1:IL6:CCL24:JAK2:IL33	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_REGULATION_OF_DEFENSE_RESPONSE
GO_bp	GO_T_CELL_ACTIVATION	152	15	3.7458655086292233e-06	0.000983289696015171	GATA3:APBB1IP:LRRC32:GPR18:GPR183:SOCS1:IL4R:CLC:BAX:IL1RL2:IL18R1:IL2:CAMK4:IL6:TNFSF8	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_T_CELL_ACTIVATION
GO_bp	GO_CYTOKINE_SECRETION	68	10	5.059112680371587e-06	0.0012190413926207058	GATA3:LRRC32:SOCS1:IL4R:IL1RL1:CD200:CD200R1:TLR6:TSLP:IL33	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_CYTOKINE_SECRETION
GO_bp	GO_POSITIVE_REGULATION_OF_IMMUNOGLOBULIN_SECRETION	6	4	5.141535125339031e-06	0.0012190413926207058	IL2:IL5:IL6:IL33	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_POSITIVE_REGULATION_OF_IMMUNOGLOBULIN_SECRETION
GO_bp	GO_POSITIVE_REGULATION_OF_TYPE_2_IMMUNE_RESPONSE	6	4	5.141535125339031e-06	0.0012190413926207058	GATA3:IL4R:IL6:IL33	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_POSITIVE_REGULATION_OF_TYPE_2_IMMUNE_RESPONSE
GO_bp	GO_T_CELL_DIFFERENTIATION	84	11	5.355683141595564e-06	0.0012301334715852312	GATA3:GPR18:GPR183:SOCS1:IL4R:IL1RL2:IL18R1:IL2:CAMK4:IL6:TNFSF8	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_T_CELL_DIFFERENTIATION
GO_bp	GO_REGULATION_OF_MACROPHAGE_ACTIVATION	20	6	5.88732314125217e-06	0.0013006048835088953	IL4R:IL1RL1:CD200:TLR6:IL6:IL33	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_REGULATION_OF_MACROPHAGE_ACTIVATION
GO_bp	GO_MACROPHAGE_ACTIVATION	30	7	6.016403542762237e-06	0.0013006048835088953	CRTC3:IL4R:IL1RL1:CD200:TLR6:IL6:IL33	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_MACROPHAGE_ACTIVATION
GO_bp	GO_REGULATION_OF_PEPTIDE_SECRETION	142	14	8.204481092956718e-06	0.0016786655794587915	GATA3:LRRC32:SOCS1:IL4R:IL1RL1:CD200:CD200R1:TLR6:IL2:TSLP:IL5:IL6:JAK2:IL33	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_REGULATION_OF_PEPTIDE_SECRETION
GO_bp	GO_RESPONSE_TO_CYTOKINE	345	23	8.222035491226733e-06	0.0016786655794587915	JAK1:GATA3:ELF1:SOCS1:IL4R:ALOX15:IL1R1:IL1RL2:IL1RL1:IL18R1:IL18RAP:STAT4:IL5RA:MYNN:IL2:TSLP:IL5:IL6:CCL24:JAK2:IL33:GLDC:TNFSF8	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_RESPONSE_TO_CYTOKINE
GO_bp	GO_NEUROINFLAMMATORY_RESPONSE	14	5	1.4253641031882585e-05	0.002648177072932434	CD200:CD200R1:TLR6:IL6:IL33	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_NEUROINFLAMMATORY_RESPONSE
GO_bp	GO_NEGATIVE_REGULATION_OF_LEUKOCYTE_MIGRATION	14	5	1.4253641031882585e-05	0.002648177072932434	GPR18:GCSAM:CD200:CD200R1:IL33	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_NEGATIVE_REGULATION_OF_LEUKOCYTE_MIGRATION
GO_bp	GO_CD4_POSITIVE_ALPHA_BETA_T_CELL_ACTIVATION	34	7	1.4646922740146368e-05	0.002648177072932434	GATA3:GPR183:SOCS1:IL4R:IL18R1:IL2:IL6	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_CD4_POSITIVE_ALPHA_BETA_T_CELL_ACTIVATION
GO_bp	GO_INTERFERON_GAMMA_PRODUCTION	34	7	1.4646922740146368e-05	0.002648177072932434	GATA3:IL1R1:IL1RL1:IL18R1:IL18RAP:IL2:IL33	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_INTERFERON_GAMMA_PRODUCTION
GO_bp	GO_NEGATIVE_REGULATION_OF_T_HELPER_1_TYPE_IMMUNE_RESPONSE	3	3	1.4772144216357794e-05	0.002648177072932434	IL4R:IL1RL1:IL33	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_NEGATIVE_REGULATION_OF_T_HELPER_1_TYPE_IMMUNE_RESPONSE
GO_bp	GO_REGULATION_OF_IMMUNE_RESPONSE	310	21	1.7076472382186404e-05	0.0029883826668826207	JAK1:GATA3:ELF1:SOCS1:IL4R:ALOX15:CLC:BAX:IL1R1:IL1RL1:IL18R1:IL18RAP:GCSAM:CD200:CD200R1:TLR6:IL2:TNIP1:IL6:JAK2:IL33	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_REGULATION_OF_IMMUNE_RESPONSE
GO_bp	GO_T_CELL_ACTIVATION_INVOLVED_IN_IMMUNE_RESPONSE	36	7	2.1815600223912582e-05	0.003688781221213398	GATA3:APBB1IP:GPR183:IL4R:IL18R1:IL2:IL6	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_T_CELL_ACTIVATION_INVOLVED_IN_IMMUNE_RESPONSE
GO_bp	GO_ADAPTIVE_IMMUNE_RESPONSE_BASED_ON_SOMATIC_RECOMBINATION_OF_IMMUNE_RECEPTORS_BUILT_FROM_IMMUNOGLOBULIN_SUPERFAMILY_DOMAINS	80	10	2.2320602372512544e-05	0.003688781221213398	GATA3:IL4R:CLC:IL1R1:IL1RL1:IL18R1:IL18RAP:IL2:IL6:IL33	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_ADAPTIVE_IMMUNE_RESPONSE_BASED_ON_SOMATIC_RECOMBINATION_OF_IMMUNE_RECEPTORS_BUILT_FROM_IMMUNOGLOBULIN_SUPERFAMILY_DOMAINS
GO_bp	GO_POSITIVE_REGULATION_OF_INTERLEUKIN_5_PRODUCTION	8	4	2.3086249819838954e-05	0.003688781221213398	GATA3:IL1RL1:TSLP:IL33	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_POSITIVE_REGULATION_OF_INTERLEUKIN_5_PRODUCTION
GO_bp	GO_POSITIVE_REGULATION_OF_MACROPHAGE_ACTIVATION	8	4	2.3086249819838954e-05	0.003688781221213398	IL4R:IL1RL1:TLR6:IL33	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_POSITIVE_REGULATION_OF_MACROPHAGE_ACTIVATION
GO_bp	GO_REGULATION_OF_LEUKOCYTE_MIGRATION	50	8	2.4852403292779226e-05	0.0038864928553601556	GPR18:IL1R1:GCSAM:CD200:CD200R1:IL6:CCL24:IL33	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_REGULATION_OF_LEUKOCYTE_MIGRATION
GO_bp	GO_REGULATION_OF_RESPONSE_TO_EXTERNAL_STIMULUS	223	17	2.6912229597801636e-05	0.004120935157163375	GATA3:GPR18:GPR183:GPX4:IL1R1:IL1RL2:IL1RL1:CD200:CD200R1:TLR6:IL2:TSLP:TNIP1:IL6:CCL24:JAK2:IL33	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_REGULATION_OF_RESPONSE_TO_EXTERNAL_STIMULUS
GO_bp	GO_POSITIVE_REGULATION_OF_IMMUNE_SYSTEM_PROCESS	327	21	3.836428260061871e-05	0.0057237887507268605	GATA3:ELF1:GPR183:SOCS1:IL4R:BAX:IL1R1:IL1RL2:IL1RL1:IL18R1:IL18RAP:ACVR2A:GCSAM:TLR6:IL2:TSLP:IL5:TNIP1:IL6:CCL24:IL33	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_POSITIVE_REGULATION_OF_IMMUNE_SYSTEM_PROCESS
GO_bp	GO_LYMPHOCYTE_DIFFERENTIATION	122	12	3.8937338440318776e-05	0.0057237887507268605	GATA3:GPR18:GPR183:SOCS1:IL4R:BAX:IL1RL2:IL18R1:IL2:CAMK4:IL6:TNFSF8	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_LYMPHOCYTE_DIFFERENTIATION
GO_bp	GO_IMMUNOGLOBULIN_SECRETION	9	4	4.076251631131483e-05	0.005867004603447891	IL2:IL5:IL6:IL33	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_IMMUNOGLOBULIN_SECRETION
GO_bp	GO_POSITIVE_REGULATION_OF_IMMUNOGLOBULIN_PRODUCTION	17	5	4.150805977949528e-05	0.005867004603447891	IL4R:IL2:IL5:IL6:IL33	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_POSITIVE_REGULATION_OF_IMMUNOGLOBULIN_PRODUCTION
GO_bp	GO_POSITIVE_REGULATION_OF_IMMUNE_EFFECTOR_PROCESS	70	9	4.6640144396663626e-05	0.006382073013058219	GATA3:IL4R:IL1R1:IL18R1:IL18RAP:IL2:IL5:IL6:IL33	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_POSITIVE_REGULATION_OF_IMMUNE_EFFECTOR_PROCESS
GO_bp	GO_NEGATIVE_REGULATION_OF_CYTOKINE_PRODUCTION	87	10	4.688869968777467e-05	0.006382073013058219	GATA3:KAT5:LRRC32:GPR18:IL1RL1:CD200:CD200R1:TLR6:IL6:IL33	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_NEGATIVE_REGULATION_OF_CYTOKINE_PRODUCTION
GO_bp	GO_LYMPHOCYTE_ACTIVATION	211	16	5.077211686935162e-05	0.006785001072540626	GATA3:APBB1IP:LRRC32:GPR18:GPR183:SOCS1:IL4R:CLC:BAX:IL1RL2:IL18R1:IL2:CAMK4:IL5:IL6:TNFSF8	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_LYMPHOCYTE_ACTIVATION
GO_bp	GO_T_HELPER_1_CELL_CYTOKINE_PRODUCTION	4	3	5.801979123687845e-05	0.007568735880578608	IL1R1:IL18R1:IL18RAP	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_T_HELPER_1_CELL_CYTOKINE_PRODUCTION
GO_bp	GO_LYMPHOCYTE_MIGRATION	29	6	6.013540374555464e-05	0.007568735880578608	GATA3:GPR183:GCSAM:CD200:CD200R1:CCL24	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_LYMPHOCYTE_MIGRATION
GO_bp	GO_T_CELL_DIFFERENTIATION_INVOLVED_IN_IMMUNE_RESPONSE	29	6	6.013540374555464e-05	0.007568735880578608	GATA3:GPR183:IL4R:IL18R1:IL2:IL6	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_T_CELL_DIFFERENTIATION_INVOLVED_IN_IMMUNE_RESPONSE
GO_bp	GO_NEGATIVE_REGULATION_OF_IMMUNE_SYSTEM_PROCESS	148	13	6.07558390413793e-05	0.007568735880578608	LRRC32:ELF1:GPR18:SOCS1:IL4R:ALOX15:IL1RL1:GCSAM:CD200:CD200R1:TLR6:IL2:IL33	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_NEGATIVE_REGULATION_OF_IMMUNE_SYSTEM_PROCESS
GO_bp	GO_REGULATION_OF_NEUROINFLAMMATORY_RESPONSE	10	4	6.664235408940216e-05	0.008163688375951763	CD200:CD200R1:IL6:IL33	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_REGULATION_OF_NEUROINFLAMMATORY_RESPONSE
GO_bp	GO_POSITIVE_REGULATION_OF_PEPTIDE_SECRETION	74	9	7.295841008652949e-05	0.008745795713491737	GATA3:IL4R:IL1RL1:IL2:TSLP:IL5:IL6:JAK2:IL33	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_POSITIVE_REGULATION_OF_PEPTIDE_SECRETION
GO_bp	GO_NEGATIVE_REGULATION_OF_ADAPTIVE_IMMUNE_RESPONSE	19	5	7.49639632585006e-05	0.008745795713491737	IL4R:ALOX15:IL1RL1:IL2:IL33	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_NEGATIVE_REGULATION_OF_ADAPTIVE_IMMUNE_RESPONSE
GO_bp	GO_POSITIVE_REGULATION_OF_CHEMOKINE_PRODUCTION	19	5	7.49639632585006e-05	0.008745795713491737	IL4R:IL1RL1:TSLP:IL6:IL33	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_POSITIVE_REGULATION_OF_CHEMOKINE_PRODUCTION
GO_bp	GO_POSITIVE_REGULATION_OF_RESPONSE_TO_EXTERNAL_STIMULUS	76	9	9.022636703689893e-05	0.010361934339393862	IL1RL1:TLR6:IL2:TSLP:TNIP1:IL6:CCL24:JAK2:IL33	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_POSITIVE_REGULATION_OF_RESPONSE_TO_EXTERNAL_STIMULUS
GO_bp	GO_REGULATION_OF_TYPE_2_IMMUNE_RESPONSE	11	4	0.00010272853843975773	0.01161622703895722	GATA3:IL4R:IL6:IL33	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_REGULATION_OF_TYPE_2_IMMUNE_RESPONSE
GO_bp	GO_LEUKOCYTE_MIGRATION	115	11	0.00010756608721494954	0.011670522070874339	GATA3:GPR18:GPR183:IL1R1:GCSAM:CD200:CD200R1:IL6:CCL24:TNFRSF10B:IL33	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_LEUKOCYTE_MIGRATION
GO_bp	GO_T_CELL_MEDIATED_IMMUNITY	32	6	0.00010797217698223879	0.011670522070874339	GATA3:CLC:IL1R1:IL18R1:IL18RAP:IL6	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_T_CELL_MEDIATED_IMMUNITY
GO_bp	GO_CYTOKINE_PRODUCTION_INVOLVED_IN_IMMUNE_RESPONSE	32	6	0.00010797217698223879	0.011670522070874339	GATA3:CLC:IL1R1:IL18R1:IL18RAP:IL6	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_CYTOKINE_PRODUCTION_INVOLVED_IN_IMMUNE_RESPONSE
GO_bp	GO_REGULATION_OF_T_CELL_MEDIATED_IMMUNITY	21	5	0.00012608719595778343	0.013431027395503019	GATA3:CLC:IL1R1:IL18R1:IL6	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_REGULATION_OF_T_CELL_MEDIATED_IMMUNITY
GO_bp	GO_POSITIVE_REGULATION_OF_LEUKOCYTE_MEDIATED_IMMUNITY	47	7	0.0001312346438842011	0.013779637607841113	GATA3:IL4R:IL1R1:IL18R1:IL18RAP:IL2:IL6	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_POSITIVE_REGULATION_OF_LEUKOCYTE_MEDIATED_IMMUNITY
GO_bp	GO_INTERLEUKIN_35_MEDIATED_SIGNALING_PATHWAY	5	3	0.00014242861684798472	0.014744370899051938	JAK1:STAT4:JAK2	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_INTERLEUKIN_35_MEDIATED_SIGNALING_PATHWAY
GO_bp	GO_PEPTIDE_SECRETION	184	14	0.00015029746719395122	0.015342866442715855	GATA3:LRRC32:SOCS1:IL4R:IL1RL1:CD200:CD200R1:TLR6:IL2:TSLP:IL5:IL6:JAK2:IL33	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_PEPTIDE_SECRETION
GO_bp	GO_POSITIVE_REGULATION_OF_INTERLEUKIN_6_PRODUCTION	22	5	0.0001599707715123747	0.016106646172821287	IL1RL2:TLR6:TSLP:IL6:IL33	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_POSITIVE_REGULATION_OF_INTERLEUKIN_6_PRODUCTION
GO_bp	GO_REGULATION_OF_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION	211	15	0.00018453876031854184	0.0183291876802876	GATA3:LRRC32:UBAC2:SOCS1:IL4R:IL1RL1:CD200:CD200R1:TLR6:IL2:TSLP:IL5:IL6:JAK2:IL33	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_REGULATION_OF_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION
GO_bp	GO_REGULATION_OF_LYMPHOCYTE_MEDIATED_IMMUNITY	50	7	0.00019603504022755938	0.01921143394230082	GATA3:CLC:IL1R1:IL18R1:IL18RAP:IL2:IL6	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_REGULATION_OF_LYMPHOCYTE_MEDIATED_IMMUNITY
GO_bp	GO_REGULATION_OF_IMMUNOGLOBULIN_PRODUCTION	23	5	0.00020039906652514962	0.01938069919684013	IL4R:IL2:IL5:IL6:IL33	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_REGULATION_OF_IMMUNOGLOBULIN_PRODUCTION
GO_bp	GO_REGULATION_OF_LEUKOCYTE_MEDIATED_IMMUNITY	67	8	0.0002126679672065933	0.01992748481252223	GATA3:IL4R:CLC:IL1R1:IL18R1:IL18RAP:IL2:IL6	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_REGULATION_OF_LEUKOCYTE_MEDIATED_IMMUNITY
GO_bp	GO_POSITIVE_REGULATION_OF_RECEPTOR_SIGNALING_PATHWAY_VIA_STAT	36	6	0.00021407629205083122	0.01992748481252223	SOCS1:IL2:TSLP:IL5:IL6:JAK2	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_POSITIVE_REGULATION_OF_RECEPTOR_SIGNALING_PATHWAY_VIA_STAT
GO_bp	GO_TYPE_2_IMMUNE_RESPONSE	13	4	0.00021418657145432055	0.01992748481252223	GATA3:IL4R:IL6:IL33	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_TYPE_2_IMMUNE_RESPONSE
