Category	GeneSet	N_genes	N_overlap	p	adjP	genes	link
GO_bp	GO_CHROMATIN_ORGANIZATION	293	51	8.803181825212443e-13	5.882126037755587e-10	MEAF6:KDM2A:KANSL1:ZBTB7A:ATAD2B:CCNA2:HIST1H1A:HIST1H3A:HIST1H4A:HIST1H4B:HIST1H3B:HIST1H2AB:HIST1H2BB:HIST1H3C:HIST1H1C:HIST1H4C:HIST1H1T:HIST1H2BC:HIST1H2AC:HIST1H1E:HIST1H2BD:HIST1H2BE:HIST1H4D:HIST1H3D:HIST1H2AD:HIST1H2BF:HIST1H4E:HIST1H2BG:HIST1H2AE:HIST1H3E:HIST1H3G:HIST1H2BI:HIST1H4H:HIST1H2BJ:HIST1H2BK:HIST1H2AH:HIST1H2BL:HIST1H2AI:HIST1H2AK:HIST1H2BN:HIST1H2AL:HIST1H1B:HIST1H3I:HIST1H3J:HIST1H2AM:HIST1H2BO:EHMT2:NELFE:MYB:LOXL2:BRD3	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_CHROMATIN_ORGANIZATION
GO_bp	GO_CHROMATIN_ORGANIZATION_INVOLVED_IN_REGULATION_OF_TRANSCRIPTION	51	20	2.720468403652311e-12	1.6662868972370404e-09	ATAD2B:HIST1H1A:HIST1H3A:HIST1H4A:HIST1H4B:HIST1H3B:HIST1H3C:HIST1H1C:HIST1H4C:HIST1H1T:HIST1H1E:HIST1H4D:HIST1H3D:HIST1H4E:HIST1H3E:HIST1H3G:HIST1H4H:HIST1H1B:HIST1H3I:HIST1H3J	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_CHROMATIN_ORGANIZATION_INVOLVED_IN_REGULATION_OF_TRANSCRIPTION
GO_bp	GO_CHROMOSOME_ORGANIZATION	401	60	5.841113254370714e-12	3.302475570740365e-09	MEAF6:POLA2:KDM2A:POLD4:MAPKAPK5:PDS5B:SPAG5:KANSL1:ZBTB7A:SYCE2:ATAD2B:XRN1:RFC1:CCNA2:HIST1H1A:HIST1H3A:HIST1H4A:HIST1H4B:HIST1H3B:HIST1H2AB:HIST1H2BB:HIST1H3C:HIST1H1C:HIST1H4C:HIST1H1T:HIST1H2BC:HIST1H2AC:HIST1H1E:HIST1H2BD:HIST1H2BE:HIST1H4D:HIST1H3D:HIST1H2AD:HIST1H2BF:HIST1H4E:HIST1H2BG:HIST1H2AE:HIST1H3E:HIST1H3G:HIST1H2BI:HIST1H4H:HIST1H2BJ:HIST1H2BK:HIST1H2AH:HIST1H2BL:HIST1H2AI:HIST1H2AK:HIST1H2BN:HIST1H2AL:HIST1H1B:HIST1H3I:HIST1H3J:HIST1H2AM:HIST1H2BO:MSH5:EHMT2:NELFE:MYB:LOXL2:BRD3	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_CHROMOSOME_ORGANIZATION
GO_bp	GO_NEGATIVE_REGULATION_OF_GENE_EXPRESSION_EPIGENETIC	54	20	9.564020007947103e-12	5.021110504172229e-09	ATAD2B:HIST1H1A:HIST1H3A:HIST1H4A:HIST1H4B:HIST1H3B:HIST1H3C:HIST1H1C:HIST1H4C:HIST1H1T:HIST1H1E:HIST1H4D:HIST1H3D:HIST1H4E:HIST1H3E:HIST1H3G:HIST1H4H:HIST1H1B:HIST1H3I:HIST1H3J	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_NEGATIVE_REGULATION_OF_GENE_EXPRESSION_EPIGENETIC
GO_bp	GO_REGULATION_OF_POSTTRANSCRIPTIONAL_GENE_SILENCING	39	17	1.632709041865255e-11	8.000274305139748e-09	MAP2K2:PPARG:HIST1H3A:HIST1H4A:HIST1H4B:HIST1H3B:HIST1H3C:HIST1H4C:HIST1H4D:HIST1H3D:HIST1H4E:HIST1H3E:HIST1H3G:HIST1H4H:HIST1H3I:HIST1H3J:CASC7:AGO2	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_REGULATION_OF_POSTTRANSCRIPTIONAL_GENE_SILENCING
GO_bp	GO_REGULATION_OF_MEGAKARYOCYTE_DIFFERENTIATION	37	15	9.266460579851179e-10	4.256780328869136e-07	CBFB:HIST1H3A:HIST1H4A:HIST1H4B:HIST1H3B:HIST1H3C:HIST1H4C:HIST1H4D:HIST1H3D:HIST1H4E:HIST1H3E:HIST1H3G:HIST1H4H:HIST1H3I:HIST1H3J	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_REGULATION_OF_MEGAKARYOCYTE_DIFFERENTIATION
GO_bp	GO_PROTEIN_HETEROOLIGOMERIZATION	45	16	2.4810514679032526e-09	1.0726898993581709e-06	HBM:FARSA:HIST1H3A:HIST1H4A:HIST1H4B:HIST1H3B:HIST1H3C:HIST1H4C:HIST1H4D:HIST1H3D:HIST1H4E:HIST1H3E:HIST1H3G:HIST1H4H:HIST1H3I:HIST1H3J	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_PROTEIN_HETEROOLIGOMERIZATION
GO_bp	GO_TELOMERE_ORGANIZATION	66	19	4.478638986337121e-09	1.828777586087658e-06	POLA2:POLD4:MAPKAPK5:XRN1:RFC1:HIST1H3A:HIST1H4A:HIST1H4B:HIST1H3B:HIST1H3C:HIST1H4C:HIST1H4D:HIST1H3D:HIST1H4E:HIST1H3E:HIST1H3G:HIST1H4H:HIST1H3I:HIST1H3J	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_TELOMERE_ORGANIZATION
GO_bp	GO_MEGAKARYOCYTE_DIFFERENTIATION	47	16	5.167880722241129e-09	1.9991538583406474e-06	PTPN11:CBFB:HIST1H3A:HIST1H4A:HIST1H4B:HIST1H3B:HIST1H3C:HIST1H4C:HIST1H4D:HIST1H3D:HIST1H4E:HIST1H3E:HIST1H3G:HIST1H4H:HIST1H3I:HIST1H3J	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_MEGAKARYOCYTE_DIFFERENTIATION
GO_bp	GO_REGULATION_OF_GENE_EXPRESSION_EPIGENETIC	113	24	3.0989800819091564e-08	1.138875180101615e-05	MAP2K2:ATAD2B:PPARG:HIST1H1A:HIST1H3A:HIST1H4A:HIST1H4B:HIST1H3B:HIST1H3C:HIST1H1C:HIST1H4C:HIST1H1T:HIST1H1E:HIST1H4D:HIST1H3D:HIST1H4E:HIST1H3E:HIST1H3G:HIST1H4H:HIST1H1B:HIST1H3I:HIST1H3J:ZFP57:CASC7:AGO2	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_REGULATION_OF_GENE_EXPRESSION_EPIGENETIC
GO_bp	GO_GENE_SILENCING_BY_RNA	60	17	3.908579892931272e-08	1.3680029625259453e-05	MAP2K2:PPARG:HIST1H3A:HIST1H4A:HIST1H4B:HIST1H3B:HIST1H3C:HIST1H4C:HIST1H4D:HIST1H3D:HIST1H4E:HIST1H3E:HIST1H3G:HIST1H4H:HIST1H3I:HIST1H3J:CASC7:AGO2	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_GENE_SILENCING_BY_RNA
GO_bp	GO_PROTEIN_TETRAMERIZATION	56	16	8.735855589685549e-08	2.9185699356449446e-05	FARSA:HIST1H3A:HIST1H4A:HIST1H4B:HIST1H3B:HIST1H3C:HIST1H4C:HIST1H4D:HIST1H3D:HIST1H4E:HIST1H3E:HIST1H3G:HIST1H4H:HIST1H3I:HIST1H3J:ACHE	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_PROTEIN_TETRAMERIZATION
GO_bp	GO_CELLULAR_PROTEIN_CONTAINING_COMPLEX_ASSEMBLY	305	42	1.724892643222397e-07	5.512156925080269e-05	ATXN2:RPL6:AXIN1:CALR:ARPC2:BCS1L:LRRC16A:HIST1H1A:HIST1H3A:HIST1H4A:HIST1H4B:HIST1H3B:HIST1H2BB:HIST1H3C:HIST1H1C:HIST1H4C:HIST1H1T:HIST1H2BC:HIST1H1E:HIST1H2BD:HIST1H2BE:HIST1H4D:HIST1H3D:HIST1H2BF:HIST1H4E:HIST1H2BG:HIST1H3E:HIST1H3G:HIST1H2BI:HIST1H4H:ABT1:HIST1H2BJ:HIST1H2BK:HIST1H2BL:HIST1H2BN:HIST1H1B:HIST1H3I:HIST1H3J:HIST1H2BO:DDX39B:HLA-DMA:CASC7:AGO2	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_CELLULAR_PROTEIN_CONTAINING_COMPLEX_ASSEMBLY
GO_bp	GO_NEGATIVE_REGULATION_OF_MEGAKARYOCYTE_DIFFERENTIATION	7	6	2.9588094830428136e-07	9.061354041818616e-05	HIST1H4A:HIST1H4B:HIST1H4C:HIST1H4D:HIST1H4E:HIST1H4H	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_NEGATIVE_REGULATION_OF_MEGAKARYOCYTE_DIFFERENTIATION
GO_bp	GO_REGULATION_OF_IMMUNE_SYSTEM_PROCESS	471	54	1.2140769169574726e-06	0.0003569386135854969	CLCF1:TBC1D10C:PCBP2:TRAFD1:PTPN11:SPPL3:ITGAL:CBFB:ATAD5:CRHR1:CALR:ZFP36L2:ARPC2:PPARG:PAK2:TRIM38:HIST1H3A:HIST1H4A:HIST1H4B:HIST1H3B:HIST1H3C:HFE:HIST1H4C:HIST1H4D:HIST1H3D:HIST1H4E:HIST1H3E:HIST1H3G:HIST1H4H:BTN3A2:BTN2A2:BTN3A1:BTN3A3:BTN2A1:BTN1A1:HIST1H3I:HIST1H3J:MOG:HLA-F:HLA-B:MICB:NFKBIL1:LTA:TNF:LST1:NCR3:C2:CFB:CFB:HLA-DQA1:HLA-DQB1:HLA-DOB:HLA-DOA:MYB:MUC3A:MUC3A	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_REGULATION_OF_IMMUNE_SYSTEM_PROCESS
GO_bp	GO_INNATE_IMMUNE_RESPONSE_IN_MUCOSA	12	7	1.5943473471655113e-06	0.0004507097308333272	HIST1H2BC:HIST1H2BE:HIST1H2BF:HIST1H2BG:HIST1H2BI:HIST1H2BJ:HIST1H2BK	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_INNATE_IMMUNE_RESPONSE_IN_MUCOSA
GO_bp	GO_INTERLEUKIN_7_MEDIATED_SIGNALING_PATHWAY	18	8	3.945579915240195e-06	0.0010740745324820532	HIST1H3A:HIST1H3B:HIST1H3C:HIST1H3D:HIST1H3E:HIST1H3G:HIST1H3I:HIST1H3J	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_INTERLEUKIN_7_MEDIATED_SIGNALING_PATHWAY
GO_bp	GO_ANTIBACTERIAL_HUMORAL_RESPONSE	14	7	6.220809083367733e-06	0.00163296238438403	HIST1H2BC:HIST1H2BE:HIST1H2BF:HIST1H2BG:HIST1H2BI:HIST1H2BJ:HIST1H2BK	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_ANTIBACTERIAL_HUMORAL_RESPONSE
GO_bp	GO_POSTTRANSCRIPTIONAL_REGULATION_OF_GENE_EXPRESSION	191	28	7.051199942757686e-06	0.0017871144682506549	PPP1CA:RPS6KB2:ATXN2:MAPKAPK5:EEF2:MAP2K2:CALR:ZFP36L2:PPARG:XRN1:EXOSC9:HIST1H3A:HIST1H4A:HIST1H4B:HIST1H3B:HIST1H3C:HIST1H4C:HIST1H4D:HIST1H3D:HIST1H4E:HIST1H3E:HIST1H3G:HIST1H4H:HIST1H3I:HIST1H3J:DDX39B:TNF:CASC7:AGO2	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_POSTTRANSCRIPTIONAL_REGULATION_OF_GENE_EXPRESSION
GO_bp	GO_NON_RECOMBINATIONAL_REPAIR	25	9	7.763651705478777e-06	0.0018407367753312585	KDM2A:PIAS4:ZBTB7A:HIST1H4A:HIST1H4B:HIST1H4C:HIST1H4D:HIST1H4E:HIST1H4H	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_NON_RECOMBINATIONAL_REPAIR
GO_bp	GO_DEFENSE_RESPONSE_TO_GRAM_POSITIVE_BACTERIUM	25	9	7.763651705478777e-06	0.0018407367753312585	HIST1H2BC:HIST1H2BE:HIST1H2BF:HIST1H2BG:HIST1H2BI:HIST1H2BJ:HIST1H2BK:LTA:TNF	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_DEFENSE_RESPONSE_TO_GRAM_POSITIVE_BACTERIUM
GO_bp	GO_RESPONSE_TO_INTERLEUKIN_7	20	8	1.0215649610258927e-05	0.0023464070198563475	HIST1H3A:HIST1H3B:HIST1H3C:HIST1H3D:HIST1H3E:HIST1H3G:HIST1H3I:HIST1H3J	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_RESPONSE_TO_INTERLEUKIN_7
GO_bp	GO_NEGATIVE_REGULATION_OF_CHROMATIN_SILENCING	11	6	1.5885525145140638e-05	0.0035381396914176875	ATAD2B:HIST1H1A:HIST1H1C:HIST1H1T:HIST1H1E:HIST1H1B	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_NEGATIVE_REGULATION_OF_CHROMATIN_SILENCING
GO_bp	GO_ORGAN_OR_TISSUE_SPECIFIC_IMMUNE_RESPONSE	17	7	3.012762587724231e-05	0.006512883829345029	HIST1H2BC:HIST1H2BE:HIST1H2BF:HIST1H2BG:HIST1H2BI:HIST1H2BJ:HIST1H2BK	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_ORGAN_OR_TISSUE_SPECIFIC_IMMUNE_RESPONSE
GO_bp	GO_ANTIMICROBIAL_HUMORAL_IMMUNE_RESPONSE_MEDIATED_BY_ANTIMICROBIAL_PEPTIDE	18	7	4.678892785267581e-05	0.009552739436587979	HIST1H2BC:HIST1H2BE:HIST1H2BF:HIST1H2BG:HIST1H2BI:HIST1H2BJ:HIST1H2BK	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_ANTIMICROBIAL_HUMORAL_IMMUNE_RESPONSE_MEDIATED_BY_ANTIMICROBIAL_PEPTIDE
GO_bp	GO_NEGATIVE_REGULATION_OF_GENE_SILENCING	18	7	4.678892785267581e-05	0.009552739436587979	ATAD2B:PPARG:HIST1H1A:HIST1H1C:HIST1H1T:HIST1H1E:HIST1H1B	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_NEGATIVE_REGULATION_OF_GENE_SILENCING
GO_bp	GO_PROTEIN_CONTAINING_COMPLEX_ASSEMBLY	519	53	4.8232331088988794e-05	0.009581287392001828	ATXN2:RPL6:PTPN11:MAX:HBM:AXIN1:NSF:FARSA:CALR:C2orf44:BCL2L11:ARPC2:BCS1L:LRRC16A:HIST1H1A:HIST1H3A:HIST1H4A:HIST1H4B:HIST1H3B:HIST1H2BB:HIST1H3C:HIST1H1C:HFE:HIST1H4C:HIST1H1T:HIST1H2BC:HIST1H1E:HIST1H2BD:HIST1H2BE:HIST1H4D:HIST1H3D:HIST1H2BF:HIST1H4E:HIST1H2BG:HIST1H3E:HIST1H3G:HIST1H2BI:HIST1H4H:ABT1:HIST1H2BJ:HIST1H2BK:HIST1H2BL:HIST1H2BN:HIST1H1B:HIST1H3I:HIST1H3J:HIST1H2BO:DDX39B:TNF:HLA-DMA:ACHE:CASC7:AGO2:SHARPIN	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_PROTEIN_CONTAINING_COMPLEX_ASSEMBLY
GO_bp	GO_SIALIC_ACID_TRANSPORT	5	4	6.0645181900714875e-05	0.01173005492026985	SLC17A4:SLC17A1:SLC17A3:SLC17A2	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_SIALIC_ACID_TRANSPORT
GO_bp	GO_DNA_METABOLIC_PROCESS	231	29	9.58300162934288e-05	0.01806027230145389	POLA2:KDM2A:POLD4:CLCF1:RAD9A:MAPKAPK5:PDS5B:CINP:ATAD5:PIAS4:ZBTB7A:RAD23A:DONSON:XRN1:RFC1:HIST1H1A:HIST1H4A:HIST1H4B:HIST1H1C:HIST1H4C:HIST1H1T:HIST1H1E:HIST1H4D:HIST1H4E:HIST1H4H:HIST1H1B:ZFP57:MSH5:EHMT2	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_DNA_METABOLIC_PROCESS
GO_bp	GO_REGULATION_OF_MYELOID_CELL_DIFFERENTIATION	93	16	0.00010511004634240637	0.01931397101541717	CBFB:HIST1H3A:HIST1H4A:HIST1H4B:HIST1H3B:HIST1H3C:HIST1H4C:HIST1H4D:HIST1H3D:HIST1H4E:HIST1H3E:HIST1H3G:HIST1H4H:HIST1H3I:HIST1H3J:TNF	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_REGULATION_OF_MYELOID_CELL_DIFFERENTIATION
GO_bp	GO_NEGATIVE_REGULATION_OF_RNA_BIOSYNTHETIC_PROCESS	392	42	0.00011393896500824235	0.02042564372708735	SUFU:CUX2:FOXO1:MAX:CBFB:E2F4:PIAS4:ZBTB7A:CALR:ATAD2B:BCL11A:PPARG:THRB:RFC1:RREB1:HIST1H1A:HIST1H3A:HIST1H4A:HIST1H4B:HIST1H3B:HIST1H3C:HIST1H1C:HIST1H4C:HIST1H1T:HIST1H1E:HIST1H4D:HIST1H3D:HIST1H4E:HIST1H3E:HIST1H3G:HIST1H4H:HIST1H1B:HIST1H3I:HIST1H3J:NKAPL:ZKSCAN3:TNF:EHMT2:NELFE:ZBTB24:MYB:LOXL2	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_NEGATIVE_REGULATION_OF_RNA_BIOSYNTHETIC_PROCESS
GO_bp	GO_NUCLEOSOME_POSITIONING	10	5	0.00014777782827231348	0.02586111994765486	HIST1H1A:HIST1H1C:HIST1H1T:HIST1H1E:HIST1H1B	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_NUCLEOSOME_POSITIONING
GO_bp	GO_NEGATIVE_REGULATION_OF_IMMUNE_SYSTEM_PROCESS	148	21	0.00016712572799317156	0.028566839552321185	TBC1D10C:PCBP2:TRAFD1:CBFB:PPARG:TRIM38:HIST1H4A:HIST1H4B:HFE:HIST1H4C:HIST1H4D:HIST1H4E:HIST1H4H:BTN2A2:HLA-F:MICB:NFKBIL1:TNF:LST1:HLA-DOB:HLA-DOA	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_NEGATIVE_REGULATION_OF_IMMUNE_SYSTEM_PROCESS
GO_bp	GO_HUMORAL_IMMUNE_RESPONSE	60	12	0.00017988763118935626	0.0300494111191311	HIST1H2BC:HIST1H2BE:HIST1H2BF:HIST1H2BG:HIST1H2BI:HIST1H2BJ:HIST1H2BK:LTA:TNF:C2:CFB:CFB:HLA-DQB1	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_HUMORAL_IMMUNE_RESPONSE
GO_bp	GO_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_PEPTIDE_ANTIGEN_VIA_MHC_CLASS_IB	3	3	0.0002142353690474996	0.03423108614128526	HLA-F:HLA-B:TAP2:TAP2	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_PEPTIDE_ANTIGEN_VIA_MHC_CLASS_IB
GO_bp	GO_REGULATION_OF_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_PEPTIDE_ANTIGEN	3	3	0.0002142353690474996	0.03423108614128526	HFE:HLA-DOB:HLA-DOA	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_REGULATION_OF_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_PEPTIDE_ANTIGEN
GO_bp	GO_TELOMERE_CAPPING	23	7	0.0002777131011766234	0.04342960199251451	MAPKAPK5:HIST1H4A:HIST1H4B:HIST1H4C:HIST1H4D:HIST1H4E:HIST1H4H	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_TELOMERE_CAPPING
GO_bp	GO_LYMPHOCYTE_MEDIATED_IMMUNITY	72	13	0.0002860441242409129	0.04380050652438979	CLCF1:ATAD5:HFE:BTN3A2:BTN3A3:HLA-F:HLA-B:MICB:LTA:TNF:NCR3:C2:HLA-DQB1	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_LYMPHOCYTE_MEDIATED_IMMUNITY
GO_bp	GO_REGULATION_OF_CHROMATIN_SILENCING	17	6	0.00031269842495335905	0.046904763743003855	ATAD2B:HIST1H1A:HIST1H1C:HIST1H1T:HIST1H1E:HIST1H1B	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_REGULATION_OF_CHROMATIN_SILENCING
