,Category,GeneSet,N_genes,N_overlap,p,adjP,genes,link,corrected_P
11,GWAScatalog,Mean arterial pressure x alcohol consumption (light vs heavy) interaction (2df test),28,10,4.4034170569557054e-10,7.265638143976913e-08,CLCN6:C10orf107:ADRB1:ARHGAP42:TMEM133:ATP2B1:CSK:LMAN1L:FES:SLC4A7:GUCY1A3,,1.6710967731146902e-06
12,GWAScatalog,Mean arterial pressure x alcohol consumption interaction (2df test),48,12,7.92954926465024e-10,1.199344326278349e-07,CLCN6:NPPB:C10orf107:ADRB1:LRRC10B:ARHGAP42:TMEM133:ATP2B1:LMAN1L:FURIN:FES:SLC4A7:GUCY1A3,,2.7584919504402028e-06
13,GWAScatalog,Medication use (diuretics),60,13,1.0274493112192078e-09,1.4344773075868172e-07,CLCN6:C10orf107:ADRB1:WT1:ARHGAP42:TMEM133:ATP2B1:CSK:FES:SLC2A4:SLC4A7:ENPEP:USP38:GUCY1A3,,3.2992978074496797e-06
14,GWAScatalog,Diastolic blood pressure x smoking status (ever vs never) interaction (2df test),58,11,9.394355764200083e-08,1.2179111222873676e-05,MTHFR:CLCN6:NPPA:NPPB:ADRB1:TNNT3:ATP2B1:SCAMP5:UMOD:SLC2A4:SLC4A7,,0.00028011955812609455
15,GWAScatalog,Systolic blood pressure x alcohol consumption interaction (2df test),63,11,2.294115980085321e-07,2.775880335903238e-05,C1orf167:AGT:C10orf107:ADRB1:ARHGAP42:TMEM133:ATP2B1:LMAN1L:FURIN:FES:SLC4A7:GUCY1A3,,0.0006384524772577448
16,GWAScatalog,Blood pressure,56,10,6.74683237239056e-07,7.653437972430542e-05,MTHFR:NPPB:C10orf107:ADRB1:ATP2B1:CSK:FES:SLC4A7:ENPEP:GUCY1A3,,0.0017602907336590247
17,GWAScatalog,Medication use (calcium channel blockers),57,10,8.017016224075809e-07,8.083824692609773e-05,MTHFR:C10orf107:ARHGAP42:TMEM133:ATP2B1:FES:UMOD:ENPEP:USP38:GUCY1A3:PRDM6,,0.001859279679300248
18,GWAScatalog,Systolic blood pressure x smoking status (ever vs never) interaction (2df test),57,10,8.017016224075809e-07,8.083824692609773e-05,MTHFR:CLCN6:NPPA:NPPB:ADRB1:TNNT3:ATP2B1:SCAMP5:SLC2A4:SLC4A7,,0.001859279679300248
19,GWAScatalog,Systolic blood pressure x smoking status (current vs non-current) interaction (2df test),62,10,1.8024563550219465e-06,0.0001619390336206,MTHFR:CLCN6:NPPA:NPPB:ADRB1:TNNT3:ATP2B1:SCAMP5:SLC2A4:SLC4A7,,0.0037245977732738
20,GWAScatalog,Diastolic blood pressure x smoking status (current vs non-current) interaction (2df test),62,10,1.8024563550219465e-06,0.0001619390336206,MTHFR:CLCN6:NPPA:NPPB:ADRB1:TNNT3:ATP2B1:SCAMP5:SLC2A4:SLC4A7,,0.0037245977732738
21,GWAScatalog,Pulse pressure x alcohol consumption interaction (2df test),26,7,1.8736747691649463e-06,0.0001619390336206,C1orf167:CLCN6:NPPB:TNNT3:ATP2B1:FES:SLC4A7,,0.0037245977732738
22,GWAScatalog,Systolic blood pressure x alcohol consumption (light vs heavy) interaction (2df test),28,7,3.239506391319597e-06,0.0002672592772838,CLCN6:ADRB1:ATP2B1:CSK:LMAN1L:FURIN:SLC4A7,,0.006146963377527399
23,GWAScatalog,Tuberculosis,22,6,9.831118298157516e-06,0.0007758034657024,MTHFR:CLCN6:NPPA:NPPB:WT1:GNAO1,,0.0178434797111552
