,Category,GeneSet,N_genes,N_overlap,p,adjP,genes,link,corrected_P
54,GO_mf,GO_TRANSFERASE_ACTIVITY_TRANSFERRING_HEXOSYL_GROUPS,52,15,2.063513081657935e-08,1.1314930064424345e-05,MGAT4C:TMTC3:XYLT2:RFNG:UGT1A8:UGT1A10:UGT1A9:UGT1A7:UGT1A6:UGT1A5:UGT1A4:UGT1A3:UGT1A1:OSTC:GCNT2,http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_TRANSFERASE_ACTIVITY_TRANSFERRING_HEXOSYL_GROUPS,0.00026024339148175994
55,GO_mf,GO_TRANSFERASE_ACTIVITY_TRANSFERRING_GLYCOSYL_GROUPS,65,16,8.218699312869474e-08,3.37994009241757e-05,MGAT4C:TMTC3:XYLT2:RFNG:UGT1A8:UGT1A10:UGT1A9:UGT1A7:UGT1A6:UGT1A5:UGT1A4:UGT1A3:UGT1A1:PARP14:OSTC:GCNT2,http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_TRANSFERASE_ACTIVITY_TRANSFERRING_GLYCOSYL_GROUPS,0.0007773862212560411
56,GO_mf,GO_ISOPRENOID_BINDING,10,6,2.8504748058239755e-06,0.000937806211116,ALDH1A2:UGT1A8:UGT1A9:UGT1A7:UGT1A3:UGT1A1,http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_ISOPRENOID_BINDING,0.021569542855668
57,GO_mf,GO_RETINOIC_ACID_BINDING,7,5,6.259827514809567e-06,0.0017162360436436,UGT1A8:UGT1A9:UGT1A7:UGT1A3:UGT1A1,http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_RETINOIC_ACID_BINDING,0.039473429003802796
58,Curated_gene_sets,KEGG_PENTOSE_AND_GLUCURONATE_INTERCONVERSIONS,9,9,1.9407170672661482e-12,1.0675884587031082e-08,UGT1A8:UGT1A10:UGT1A9:UGT1A7:UGT1A6:UGT1A5:UGT1A4:UGT1A3:UGT1A1,http://www.gsea-msigdb.org/gsea/msigdb/cards/KEGG_PENTOSE_AND_GLUCURONATE_INTERCONVERSIONS,2.455453455017149e-07
59,Curated_gene_sets,KEGG_ASCORBATE_AND_ALDARATE_METABOLISM,10,9,1.8552301123509708e-11,5.102810424021347e-08,UGT1A8:UGT1A10:UGT1A9:UGT1A7:UGT1A6:UGT1A5:UGT1A4:UGT1A3:UGT1A1,http://www.gsea-msigdb.org/gsea/msigdb/cards/KEGG_ASCORBATE_AND_ALDARATE_METABOLISM,1.1736463975249098e-06
60,Curated_gene_sets,KEGG_METABOLISM_OF_XENOBIOTICS_BY_CYTOCHROME_P450,14,10,7.932078257238022e-11,1.3414765907905898e-07,CYP1B1:UGT1A8:UGT1A10:UGT1A9:UGT1A7:UGT1A6:UGT1A5:UGT1A4:UGT1A3:UGT1A1,http://www.gsea-msigdb.org/gsea/msigdb/cards/KEGG_METABOLISM_OF_XENOBIOTICS_BY_CYTOCHROME_P450,3.0853961588183566e-06
61,Curated_gene_sets,REACTOME_GLUCURONIDATION,11,9,9.754419856684892e-11,1.3414765907905898e-07,UGT1A8:UGT1A10:UGT1A9:UGT1A7:UGT1A6:UGT1A5:UGT1A4:UGT1A3:UGT1A1,http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_GLUCURONIDATION,3.0853961588183566e-06
62,Curated_gene_sets,KEGG_PORPHYRIN_AND_CHLOROPHYLL_METABOLISM,12,9,3.7299919094676334e-10,4.1037370987962926e-07,UGT1A8:UGT1A10:UGT1A9:UGT1A7:UGT1A6:UGT1A5:UGT1A4:UGT1A3:UGT1A1,http://www.gsea-msigdb.org/gsea/msigdb/cards/KEGG_PORPHYRIN_AND_CHLOROPHYLL_METABOLISM,9.438595327231473e-06
63,Curated_gene_sets,KEGG_RETINOL_METABOLISM,16,10,5.796268089662418e-10,5.314211793538828e-07,ALDH1A2:UGT1A8:UGT1A10:UGT1A9:UGT1A7:UGT1A6:UGT1A5:UGT1A4:UGT1A3:UGT1A1,http://www.gsea-msigdb.org/gsea/msigdb/cards/KEGG_RETINOL_METABOLISM,1.2222687125139304e-05
64,Curated_gene_sets,KEGG_DRUG_METABOLISM_CYTOCHROME_P450,13,9,1.158892787346346e-09,9.1072417474175e-07,UGT1A8:UGT1A10:UGT1A9:UGT1A7:UGT1A6:UGT1A5:UGT1A4:UGT1A3:UGT1A1,http://www.gsea-msigdb.org/gsea/msigdb/cards/KEGG_DRUG_METABOLISM_CYTOCHROME_P450,2.094665601906025e-05
65,Curated_gene_sets,KEGG_STARCH_AND_SUCROSE_METABOLISM,15,9,7.414165534809802e-09,4.531702734109858e-06,UGT1A8:UGT1A10:UGT1A9:UGT1A7:UGT1A6:UGT1A5:UGT1A4:UGT1A3:UGT1A1,http://www.gsea-msigdb.org/gsea/msigdb/cards/KEGG_STARCH_AND_SUCROSE_METABOLISM,0.00010422916288452673
66,Curated_gene_sets,KEGG_DRUG_METABOLISM_OTHER_ENZYMES,15,9,7.414165534809802e-09,4.531702734109858e-06,UGT1A8:UGT1A10:UGT1A9:UGT1A7:UGT1A6:UGT1A5:UGT1A4:UGT1A3:UGT1A1,http://www.gsea-msigdb.org/gsea/msigdb/cards/KEGG_DRUG_METABOLISM_OTHER_ENZYMES,0.00010422916288452673
67,Curated_gene_sets,KEGG_STEROID_HORMONE_BIOSYNTHESIS,22,10,3.5678443607734654e-08,1.962671182861483e-05,CYP1B1:UGT1A8:UGT1A10:UGT1A9:UGT1A7:UGT1A6:UGT1A5:UGT1A4:UGT1A3:UGT1A1,http://www.gsea-msigdb.org/gsea/msigdb/cards/KEGG_STEROID_HORMONE_BIOSYNTHESIS,0.00045141437205814105
68,Curated_gene_sets,NIKOLSKY_BREAST_CANCER_17Q21_Q25_AMPLICON,117,22,5.8333255704709246e-08,2.765785853422377e-05,SP2:PRR15L:CDK5RAP3:XYLT2:ACSF2:CHAD:H3F3B:UNK:ACTG1:C17orf70:NPLOC4:PDE6G:CCDC137:ARL16:HGS:MRPL12:SLC25A10:SLC25A10:NOTUM:RAC3:RFNG:TBCD:ZNF750,http://www.gsea-msigdb.org/gsea/msigdb/cards/NIKOLSKY_BREAST_CANCER_17Q21_Q25_AMPLICON,0.0006361307462871467
69,Curated_gene_sets,REACTOME_PHASE_II_CONJUGATION_OF_COMPOUNDS,23,10,6.033344890214239e-08,2.765785853422377e-05,UGT1A8:UGT1A10:UGT1A9:UGT1A7:UGT1A6:UGT1A5:UGT1A4:UGT1A3:UGT1A1:AHCY,http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_PHASE_II_CONJUGATION_OF_COMPOUNDS,0.0006361307462871467
70,Curated_gene_sets,REACTOME_BIOLOGICAL_OXIDATIONS,48,12,3.0365870946696925e-06,0.0012849435082906,CYP1B1:UGT1A8:UGT1A10:UGT1A9:UGT1A7:UGT1A6:UGT1A5:UGT1A4:UGT1A3:UGT1A1:AHCY:AHR,http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_BIOLOGICAL_OXIDATIONS,0.029553700690683797
73,KEGG,KEGG_PENTOSE_AND_GLUCURONATE_INTERCONVERSIONS,9,9,1.9407170672661482e-12,3.6097337451150346e-10,UGT1A8:UGT1A10:UGT1A9:UGT1A7:UGT1A6:UGT1A5:UGT1A4:UGT1A3:UGT1A1,http://www.gsea-msigdb.org/gsea/msigdb/cards/KEGG_PENTOSE_AND_GLUCURONATE_INTERCONVERSIONS,8.30238761376458e-09
74,KEGG,KEGG_ASCORBATE_AND_ALDARATE_METABOLISM,10,9,1.8552301123509708e-11,1.725364004486403e-09,UGT1A8:UGT1A10:UGT1A9:UGT1A7:UGT1A6:UGT1A5:UGT1A4:UGT1A3:UGT1A1,http://www.gsea-msigdb.org/gsea/msigdb/cards/KEGG_ASCORBATE_AND_ALDARATE_METABOLISM,3.968337210318727e-08
75,KEGG,KEGG_METABOLISM_OF_XENOBIOTICS_BY_CYTOCHROME_P450,14,10,7.932078257238022e-11,4.9178885194875735e-09,CYP1B1:UGT1A8:UGT1A10:UGT1A9:UGT1A7:UGT1A6:UGT1A5:UGT1A4:UGT1A3:UGT1A1,http://www.gsea-msigdb.org/gsea/msigdb/cards/KEGG_METABOLISM_OF_XENOBIOTICS_BY_CYTOCHROME_P450,1.1311143594821419e-07
76,KEGG,KEGG_PORPHYRIN_AND_CHLOROPHYLL_METABOLISM,12,9,3.7299919094676334e-10,1.7344462379024498e-08,UGT1A8:UGT1A10:UGT1A9:UGT1A7:UGT1A6:UGT1A5:UGT1A4:UGT1A3:UGT1A1,http://www.gsea-msigdb.org/gsea/msigdb/cards/KEGG_PORPHYRIN_AND_CHLOROPHYLL_METABOLISM,3.9892263471756343e-07
77,KEGG,KEGG_RETINOL_METABOLISM,16,10,5.796268089662418e-10,2.15621172935442e-08,ALDH1A2:UGT1A8:UGT1A10:UGT1A9:UGT1A7:UGT1A6:UGT1A5:UGT1A4:UGT1A3:UGT1A1,http://www.gsea-msigdb.org/gsea/msigdb/cards/KEGG_RETINOL_METABOLISM,4.959286977515166e-07
78,KEGG,KEGG_DRUG_METABOLISM_CYTOCHROME_P450,13,9,1.158892787346346e-09,3.5925676407736736e-08,UGT1A8:UGT1A10:UGT1A9:UGT1A7:UGT1A6:UGT1A5:UGT1A4:UGT1A3:UGT1A1,http://www.gsea-msigdb.org/gsea/msigdb/cards/KEGG_DRUG_METABOLISM_CYTOCHROME_P450,8.262905573779449e-07
79,KEGG,KEGG_STARCH_AND_SUCROSE_METABOLISM,15,9,7.414165534809802e-09,1.723793486843279e-07,UGT1A8:UGT1A10:UGT1A9:UGT1A7:UGT1A6:UGT1A5:UGT1A4:UGT1A3:UGT1A1,http://www.gsea-msigdb.org/gsea/msigdb/cards/KEGG_STARCH_AND_SUCROSE_METABOLISM,3.964725019739542e-06
80,KEGG,KEGG_DRUG_METABOLISM_OTHER_ENZYMES,15,9,7.414165534809802e-09,1.723793486843279e-07,UGT1A8:UGT1A10:UGT1A9:UGT1A7:UGT1A6:UGT1A5:UGT1A4:UGT1A3:UGT1A1,http://www.gsea-msigdb.org/gsea/msigdb/cards/KEGG_DRUG_METABOLISM_OTHER_ENZYMES,3.964725019739542e-06
81,KEGG,KEGG_STEROID_HORMONE_BIOSYNTHESIS,22,10,3.5678443607734654e-08,7.37354501226516e-07,CYP1B1:UGT1A8:UGT1A10:UGT1A9:UGT1A7:UGT1A6:UGT1A5:UGT1A4:UGT1A3:UGT1A1,http://www.gsea-msigdb.org/gsea/msigdb/cards/KEGG_STEROID_HORMONE_BIOSYNTHESIS,1.6959153528209868e-05
83,Reactome,REACTOME_GLUCURONIDATION,11,9,9.754419856684892e-11,1.4621875365170657e-07,UGT1A8:UGT1A10:UGT1A9:UGT1A7:UGT1A6:UGT1A5:UGT1A4:UGT1A3:UGT1A1,http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_GLUCURONIDATION,3.363031333989251e-06
84,Reactome,REACTOME_PHASE_II_CONJUGATION_OF_COMPOUNDS,23,10,6.033344890214239e-08,4.521991995215573e-05,UGT1A8:UGT1A10:UGT1A9:UGT1A7:UGT1A6:UGT1A5:UGT1A4:UGT1A3:UGT1A1:AHCY,http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_PHASE_II_CONJUGATION_OF_COMPOUNDS,0.0010400581588995818
85,Reactome,REACTOME_BIOLOGICAL_OXIDATIONS,48,12,3.0365870946696925e-06,0.0015172813516366,CYP1B1:UGT1A8:UGT1A10:UGT1A9:UGT1A7:UGT1A6:UGT1A5:UGT1A4:UGT1A3:UGT1A1:AHCY:AHR,http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_BIOLOGICAL_OXIDATIONS,0.034897471087641796
86,Canonical_Pathways,KEGG_PENTOSE_AND_GLUCURONATE_INTERCONVERSIONS,9,9,1.9407170672661482e-12,4.267636830918261e-09,UGT1A8:UGT1A10:UGT1A9:UGT1A7:UGT1A6:UGT1A5:UGT1A4:UGT1A3:UGT1A1,http://www.gsea-msigdb.org/gsea/msigdb/cards/KEGG_PENTOSE_AND_GLUCURONATE_INTERCONVERSIONS,9.815564711112e-08
87,Canonical_Pathways,KEGG_ASCORBATE_AND_ALDARATE_METABOLISM,10,9,1.8552301123509708e-11,2.0398255085298928e-08,UGT1A8:UGT1A10:UGT1A9:UGT1A7:UGT1A6:UGT1A5:UGT1A4:UGT1A3:UGT1A1,http://www.gsea-msigdb.org/gsea/msigdb/cards/KEGG_ASCORBATE_AND_ALDARATE_METABOLISM,4.6915986696187536e-07
88,Canonical_Pathways,KEGG_METABOLISM_OF_XENOBIOTICS_BY_CYTOCHROME_P450,14,10,7.932078257238022e-11,5.36249231621252e-08,CYP1B1:UGT1A8:UGT1A10:UGT1A9:UGT1A7:UGT1A6:UGT1A5:UGT1A4:UGT1A3:UGT1A1,http://www.gsea-msigdb.org/gsea/msigdb/cards/KEGG_METABOLISM_OF_XENOBIOTICS_BY_CYTOCHROME_P450,1.2333732327288797e-06
89,Canonical_Pathways,REACTOME_GLUCURONIDATION,11,9,9.754419856684892e-11,5.36249231621252e-08,UGT1A8:UGT1A10:UGT1A9:UGT1A7:UGT1A6:UGT1A5:UGT1A4:UGT1A3:UGT1A1,http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_GLUCURONIDATION,1.2333732327288797e-06
90,Canonical_Pathways,KEGG_PORPHYRIN_AND_CHLOROPHYLL_METABOLISM,12,9,3.7299919094676334e-10,1.6404504417838658e-07,UGT1A8:UGT1A10:UGT1A9:UGT1A7:UGT1A6:UGT1A5:UGT1A4:UGT1A3:UGT1A1,http://www.gsea-msigdb.org/gsea/msigdb/cards/KEGG_PORPHYRIN_AND_CHLOROPHYLL_METABOLISM,3.773036016102891e-06
91,Canonical_Pathways,KEGG_RETINOL_METABOLISM,16,10,5.796268089662418e-10,2.124332254861277e-07,ALDH1A2:UGT1A8:UGT1A10:UGT1A9:UGT1A7:UGT1A6:UGT1A5:UGT1A4:UGT1A3:UGT1A1,http://www.gsea-msigdb.org/gsea/msigdb/cards/KEGG_RETINOL_METABOLISM,4.885964186180937e-06
92,Canonical_Pathways,KEGG_DRUG_METABOLISM_CYTOCHROME_P450,13,9,1.158892787346346e-09,3.640578913392307e-07,UGT1A8:UGT1A10:UGT1A9:UGT1A7:UGT1A6:UGT1A5:UGT1A4:UGT1A3:UGT1A1,http://www.gsea-msigdb.org/gsea/msigdb/cards/KEGG_DRUG_METABOLISM_CYTOCHROME_P450,8.373331500802306e-06
93,Canonical_Pathways,KEGG_STARCH_AND_SUCROSE_METABOLISM,15,9,7.414165534809802e-09,1.811527779005195e-06,UGT1A8:UGT1A10:UGT1A9:UGT1A7:UGT1A6:UGT1A5:UGT1A4:UGT1A3:UGT1A1,http://www.gsea-msigdb.org/gsea/msigdb/cards/KEGG_STARCH_AND_SUCROSE_METABOLISM,4.166513891711949e-05
94,Canonical_Pathways,KEGG_DRUG_METABOLISM_OTHER_ENZYMES,15,9,7.414165534809802e-09,1.811527779005195e-06,UGT1A8:UGT1A10:UGT1A9:UGT1A7:UGT1A6:UGT1A5:UGT1A4:UGT1A3:UGT1A1,http://www.gsea-msigdb.org/gsea/msigdb/cards/KEGG_DRUG_METABOLISM_OTHER_ENZYMES,4.166513891711949e-05
95,Canonical_Pathways,KEGG_STEROID_HORMONE_BIOSYNTHESIS,22,10,3.5678443607734654e-08,7.84568974934085e-06,CYP1B1:UGT1A8:UGT1A10:UGT1A9:UGT1A7:UGT1A6:UGT1A5:UGT1A4:UGT1A3:UGT1A1,http://www.gsea-msigdb.org/gsea/msigdb/cards/KEGG_STEROID_HORMONE_BIOSYNTHESIS,0.00018045086423483953
96,Canonical_Pathways,REACTOME_PHASE_II_CONJUGATION_OF_COMPOUNDS,23,10,6.033344890214239e-08,1.2061204921437377e-05,UGT1A8:UGT1A10:UGT1A9:UGT1A7:UGT1A6:UGT1A5:UGT1A4:UGT1A3:UGT1A1:AHCY,http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_PHASE_II_CONJUGATION_OF_COMPOUNDS,0.00027740771319305964
97,Canonical_Pathways,REACTOME_BIOLOGICAL_OXIDATIONS,48,12,3.0365870946696925e-06,0.0005564545850982,CYP1B1:UGT1A8:UGT1A10:UGT1A9:UGT1A7:UGT1A6:UGT1A5:UGT1A4:UGT1A3:UGT1A1:AHCY:AHR,http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_BIOLOGICAL_OXIDATIONS,0.0127984554572586
