Category	GeneSet	N_genes	N_overlap	p	adjP	genes	link
GWAScatalog	Reticulocyte count	115	12	5.538773380040963e-06	0.0020105747369548697	CBL:BAZ1A:MYO1D:TAF15:SPHK1:FOXK2:KANK2:PPP1R15A:PELO:CAV1:CA1:SEMA4D	
GWAScatalog	Reticulocyte fraction of red cells	119	12	7.929734072189514e-06	0.0022713619959719954	CBL:BAZ1A:MYO1D:TAF15:SPHK1:FOXK2:KANK2:PPP1R15A:PELO:CAV1:CA1:SEMA4D	
GWAScatalog	Immature fraction of reticulocytes	82	10	8.760073813666099e-06	0.0022713619959719954	MACROD1:FERMT3:BAZ1A:MYO1D:SPHK1:ARID3A:KANK2:USP34:PELO:CAV1	
GWAScatalog	Cortical amyloid beta load	8	4	1.3768766149618714e-05	0.003123788820194746	RBM23:PRMT5:HAUS4:C14orf93	
GWAScatalog	Erectile dysfunction	19	5	4.0092090509943156e-05	0.008085238252838536	PUS10:KIAA1841:AHSA2:USP34:XPO1	
GWAScatalog	Crohn's disease	331	18	0.00022192432218128534	0.04027926447590329	STIP1:FERMT3:TRPT1:FKBP2:PPP1R14B:BAD:GPR137:CCDC88B:PUS10:KIAA1841:C2orf74:USP34:PFKFB4:SLC26A6:CELSR3:NCKIPSD:CCDC71:GPX1	
Positional_gene_sets	chr2p15	11	6	3.844241201104091e-08	1.1494281191301231e-05	PUS10:KIAA1841:C2orf74:AHSA2:USP34:XPO1	http://www.gsea-msigdb.org/gsea/msigdb/cards/chr2p15
Positional_gene_sets	chr1q44	14	6	2.3696684945798925e-07	3.5426543993969394e-05	OR6F1:OR14A2:OR14K1:OR1C1:OR14A16:OR11L1	http://www.gsea-msigdb.org/gsea/msigdb/cards/chr1q44
Positional_gene_sets	chr14q11	15	5	1.1096686077285248e-05	0.0011059697123694298	RBM23:PRMT5:HAUS4:AJUBA:C14orf93	http://www.gsea-msigdb.org/gsea/msigdb/cards/chr14q11
Positional_gene_sets	chr1q23	29	6	2.8765569078239444e-05	0.0021502262885983985	OR10R2:OR6Y1:OR6P1:OR10X1:OR6K2:OR6K3	http://www.gsea-msigdb.org/gsea/msigdb/cards/chr1q23
Positional_gene_sets	chr11q13	95	9	0.00018871341590108733	0.011285062270885023	MACROD1:STIP1:FERMT3:TRPT1:FKBP2:PPP1R14B:BAD:GPR137:CCDC88B	http://www.gsea-msigdb.org/gsea/msigdb/cards/chr11q13
GO_mf	GO_OLFACTORY_RECEPTOR_ACTIVITY	31	12	5.736309473716601e-13	9.436229084263807e-10	OR10R2:OR6Y1:OR6P1:OR10X1:OR6K2:OR6K3:OR6F1:OR14A2:OR14K1:OR1C1:OR14A16:OR11L1	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_OLFACTORY_RECEPTOR_ACTIVITY
GO_mf	GO_G_PROTEIN_COUPLED_RECEPTOR_ACTIVITY	129	15	7.786813230694119e-08	6.404653882245912e-05	OR10R2:OR6Y1:OR6P1:OR10X1:OR6K2:OR6K3:OR6F1:OR14A2:OR14K1:OR1C1:OR14A16:OR11L1:SPHK1:S1PR5:CELSR3	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_G_PROTEIN_COUPLED_RECEPTOR_ACTIVITY
GO_mf	GO_ODORANT_BINDING	7	4	7.001209641094918e-06	0.003838996619867047	OR14A2:OR14K1:OR14A16:OR11L1	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_ODORANT_BINDING
GO_mf	GO_TRANSMEMBRANE_SIGNALING_RECEPTOR_ACTIVITY	255	16	9.974037496702719e-05	0.041018229205189924	OR10R2:OR6Y1:OR6P1:OR10X1:OR6K2:OR6K3:OR6F1:OR14A2:OR14K1:OR1C1:OR14A16:OR11L1:SPHK1:S1PR5:CELSR3:SEMA4D	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_TRANSMEMBRANE_SIGNALING_RECEPTOR_ACTIVITY
Curated_gene_sets	REACTOME_OLFACTORY_SIGNALING_PATHWAY	33	12	1.3915094437565295e-12	7.654693450104669e-09	OR10R2:OR6Y1:OR6P1:OR10X1:OR6K2:OR6K3:OR6F1:OR14A2:OR14K1:OR1C1:OR14A16:OR11L1	http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_OLFACTORY_SIGNALING_PATHWAY
Curated_gene_sets	KEGG_OLFACTORY_TRANSDUCTION	32	9	1.4006696750665139e-08	3.8525419412704465e-05	OR10R2:OR6Y1:OR10X1:OR6K2:OR6K3:OR6F1:OR1C1:OR14A16:OR11L1	http://www.gsea-msigdb.org/gsea/msigdb/cards/KEGG_OLFACTORY_TRANSDUCTION
Curated_gene_sets	REACTOME_G_ALPHA_S_SIGNALLING_EVENTS	76	12	5.6229555917402884e-08	0.00010310626236721109	OR10R2:OR6Y1:OR6P1:OR10X1:OR6K2:OR6K3:OR6F1:OR14A2:OR14K1:OR1C1:OR14A16:OR11L1	http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_G_ALPHA_S_SIGNALLING_EVENTS
KEGG	KEGG_OLFACTORY_TRANSDUCTION	32	9	1.4006696750665139e-08	2.6052455956237156e-06	OR10R2:OR6Y1:OR10X1:OR6K2:OR6K3:OR6F1:OR1C1:OR14A16:OR11L1	http://www.gsea-msigdb.org/gsea/msigdb/cards/KEGG_OLFACTORY_TRANSDUCTION
Reactome	REACTOME_OLFACTORY_SIGNALING_PATHWAY	33	12	1.3915094437565295e-12	2.085872656191038e-09	OR10R2:OR6Y1:OR6P1:OR10X1:OR6K2:OR6K3:OR6F1:OR14A2:OR14K1:OR1C1:OR14A16:OR11L1	http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_OLFACTORY_SIGNALING_PATHWAY
Reactome	REACTOME_G_ALPHA_S_SIGNALLING_EVENTS	76	12	5.6229555917402884e-08	4.2144052160093466e-05	OR10R2:OR6Y1:OR6P1:OR10X1:OR6K2:OR6K3:OR6F1:OR14A2:OR14K1:OR1C1:OR14A16:OR11L1	http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_G_ALPHA_S_SIGNALLING_EVENTS
Canonical_Pathways	REACTOME_OLFACTORY_SIGNALING_PATHWAY	33	12	1.3915094437565295e-12	3.0599292668206085e-09	OR10R2:OR6Y1:OR6P1:OR10X1:OR6K2:OR6K3:OR6F1:OR14A2:OR14K1:OR1C1:OR14A16:OR11L1	http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_OLFACTORY_SIGNALING_PATHWAY
Canonical_Pathways	KEGG_OLFACTORY_TRANSDUCTION	32	9	1.4006696750665139e-08	1.5400363077356322e-05	OR10R2:OR6Y1:OR10X1:OR6K2:OR6K3:OR6F1:OR1C1:OR14A16:OR11L1	http://www.gsea-msigdb.org/gsea/msigdb/cards/KEGG_OLFACTORY_TRANSDUCTION
Canonical_Pathways	REACTOME_G_ALPHA_S_SIGNALLING_EVENTS	76	12	5.6229555917402884e-08	4.1216264487456316e-05	OR10R2:OR6Y1:OR6P1:OR10X1:OR6K2:OR6K3:OR6F1:OR14A2:OR14K1:OR1C1:OR14A16:OR11L1	http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_G_ALPHA_S_SIGNALLING_EVENTS
