Category	GeneSet	N_genes	N_overlap	p	adjP	genes	link
GWAScatalog	Hemoglobin concentration	76	23	2.5437899897447166e-10	6.595684044838086e-08	PROX1:EGLN1:TRIM58:HK1:C12orf43:ELMSAN1:NRG4:LUC7L:EGLN2:RCN3:PSD4:TFCP2L1:TMPRSS6:PNPLA3:FBLN1:GMPR:VEGFA:RSPO3:TFR2:EPO:PRKAG2:ACO1:AK1	
GWAScatalog	Reticulocyte count	115	28	7.655674775082559e-10	1.5709786987824875e-07	SMIM1:SPTA1:DSTYK:TRIM58:OR2W3:HK1:ZNF259:PSMB5:ELMSAN1:DNAJA4:CDH1:NEK8:TMC6:EIF4A3:C18orf25:KLF1:DAND5:APOE:RMND5A:RBM38:TMPRSS6:TYMP:ATR:GMPR:ATXN1:VEGFA:BZW2:GFI1B	
GWAScatalog	Red blood cell traits	55	19	7.789977018756137e-10	1.5709786987824875e-07	SPTA1:TRIM58:HK1:PTPLAD1:NRG4:MPG:NPRL3:ITFG3:ITFG3:RBM38:FBXO7:KCTD17:TMPRSS6:NCAPH2:SCO2:TYMP:TFRC:TFR2:ACTL6B:PRKAG2	
GWAScatalog	High light scatter reticulocyte percentage of red cells	113	27	2.4541447328699215e-09	4.4542726901589074e-07	SMIM1:SPTA1:TMCC2:TRIM58:HK1:ZNF259:PSMB5:ELMSAN1:NPRL3:CDH1:SPECC1:ERAL1:TMC6:TMC8:EIF4A3:HOOK2:MAST1:APOE:RMND5A:RBM38:TFRC:GMPR:ATXN1:VEGFA:BZW2:TFR2:GFI1B	
GWAScatalog	Hemoglobin levels	21	11	1.8263301283584536e-08	3.0134447117914484e-06	HK1:MPG:NPRL3:HBZ:HBA1:ITFG3:ITFG3:PCIF1:TMPRSS6:TFR2:ACTL6B:PRKAG2	
GWAScatalog	High light scatter reticulocyte count	118	26	3.0355915722705994e-08	4.591332253059282e-06	SMIM1:SPTA1:TMCC2:TRIM58:HK1:ZNF259:PSMB5:ELMSAN1:CDH1:SPECC1:ERAL1:TMC6:TMC8:EIF4A3:C18orf25:HOOK2:MAST1:APOE:RMND5A:RBM38:PLS1:TFRC:GMPR:ATXN1:BZW2:GFI1B	
GWAScatalog	Hematocrit	85	21	8.476209145324036e-08	1.1834091999048557e-05	FCGR2A:PROX1:EGLN1:HK1:APOA5:NRG4:ACSBG1:EGLN2:PSD4:TFCP2L1:TMPRSS6:PNPLA3:FBLN1:VEGFA:AGFG2:TFR2:ACTL6B:EPO:PRKAG2:ACO1:AK1	
GWAScatalog	Immature fraction of reticulocytes	82	18	4.6315770120453305e-06	0.0006004508769187339	SMIM1:SPTA1:TMCC2:TRIM58:HK1:ELMSAN1:SPECC1:ERAL1:TMC6:EIF4A3:DNASE2:APOE:RMND5A:TMPRSS6:BZW2:TFR2:ANP32B:GFI1B	
GWAScatalog	Coagulation factor levels	4	4	1.9197257511396988e-05	0.0023228681588790354	OBP2B:SURF6:MED22:ADAMTS13	
GWAScatalog	C-reactive protein	12	6	5.406710638957981e-05	0.006133237381067961	IL6R:HNF1A:C12orf43:OASL:APOE:APOC1	
GWAScatalog	Gut microbiota (functional units)	21	7	0.00027712022619695776	0.029586659443969314	APOE:PLTP:PCIF1:SMIM19:ADAMTS13:CACFD1:SLC2A6	
GWAScatalog	Glycated hemoglobin levels	42	10	0.0003172760885901427	0.03199200559950605	SPTA1:HK1:ATP11A:ITFG3:ITFG3:CDH3:ERAL1:TMC6:TMC8:TMPRSS6:SLC20A2	
Chemical_and_Genetic_pertubation	NIKOLSKY_BREAST_CANCER_17Q11_Q21_AMPLICON	71	20	1.5615671291939765e-08	5.1562946605985104e-05	PIGS:SGK494:KIAA0100:SDF2:SUPT6H:PROCA1:RPL23A:TLCD1:NEK8:TRAF4:FAM222B:ERAL1:FLOT2:DHRS13:PHF12:PIPOX:SEZ6:FBXL20:MED1:CDK12	http://www.gsea-msigdb.org/gsea/msigdb/cards/NIKOLSKY_BREAST_CANCER_17Q11_Q21_AMPLICON
Chemical_and_Genetic_pertubation	GRAHAM_CML_QUIESCENT_VS_NORMAL_QUIESCENT_UP	31	10	1.8457143341426412e-05	0.020703066799537317	SPTA1:HBA1:PRDX2:KLF1:ANKRD27:APOE:APOC1:TST:MPST:TFR2	http://www.gsea-msigdb.org/gsea/msigdb/cards/GRAHAM_CML_QUIESCENT_VS_NORMAL_QUIESCENT_UP
Chemical_and_Genetic_pertubation	TONKS_TARGETS_OF_RUNX1_RUNX1T1_FUSION_HSC_DN	66	15	1.8809570078319792e-05	0.020703066799537317	IL6R:FCGR2A:C11orf21:E2F8:SLC48A1:HBA1:TRAF4:FLOT2:KLF1:RBM38:GMPR:TFR2:DOK2:EXOSC4:GFI1B	http://www.gsea-msigdb.org/gsea/msigdb/cards/TONKS_TARGETS_OF_RUNX1_RUNX1T1_FUSION_HSC_DN
Chemical_and_Genetic_pertubation	NIKOLSKY_BREAST_CANCER_16P13_AMPLICON	26	9	2.576490000056736e-05	0.02126892495046836	RHBDF1:MPG:NPRL3:HBZ:HBA1:LUC7L:ITFG3:ITFG3:RGS11:TMEM8A	http://www.gsea-msigdb.org/gsea/msigdb/cards/NIKOLSKY_BREAST_CANCER_16P13_AMPLICON
Positional_gene_sets	chr17q11	45	17	1.2627522916291511e-09	3.7756293519711617e-07	PIGS:SGK494:KIAA0100:SDF2:SUPT6H:PROCA1:RPL23A:TLCD1:NEK8:TRAF4:FAM222B:ERAL1:FLOT2:DHRS13:PHF12:PIPOX:SEZ6	http://www.gsea-msigdb.org/gsea/msigdb/cards/chr17q11
Positional_gene_sets	chr9q34	35	12	1.2572599241283491e-06	0.0001879603586571882	ENG:AK1:GFI1B:OBP2B:SURF6:MED22:RPL7A:SURF1:SURF4:ADAMTS13:CACFD1:SLC2A6	http://www.gsea-msigdb.org/gsea/msigdb/cards/chr9q34
Positional_gene_sets	chr7q22	47	11	0.00018794452799745034	0.018731804623745883	SMURF1:TAF6:C7orf61:AGFG2:LRCH4:FBXO24:MOSPD3:TFR2:ACTL6B:EPO:EPHB4	http://www.gsea-msigdb.org/gsea/msigdb/cards/chr7q22
Positional_gene_sets	chr3p11	3	3	0.0002913466139966083	0.020412141876424865	CGGBP1:ZNF654:C3orf38	http://www.gsea-msigdb.org/gsea/msigdb/cards/chr3p11
Positional_gene_sets	chr1q32	35	9	0.00034134016515760643	0.020412141876424865	FMOD:CNTN2:TMEM81:RBBP5:DSTYK:TMCC2:HSD11B1:TRAF3IP3:PROX1	http://www.gsea-msigdb.org/gsea/msigdb/cards/chr1q32
Positional_gene_sets	chr10q11	12	5	0.0006755348495981933	0.033664153338309966	TMEM72:ALOX5:ZFAND4:FAM21C:TIMM23	http://www.gsea-msigdb.org/gsea/msigdb/cards/chr10q11
Positional_gene_sets	chr22q13	75	13	0.0011427904392996796	0.048813477335800604	PNPLA3:FBLN1:PANX2:TRABD:LMF2:NCAPH2:SCO2:TYMP:KLHDC7B:SYCE3:CPT1B:CHKB-CPT1B:CHKB	http://www.gsea-msigdb.org/gsea/msigdb/cards/chr22q13
Wikipathways	Iron metabolism in placenta	7	6	5.457538910952736e-07	0.0002963443628647335	HAMP:SLC40A1:TF:TFRC:TFR2:ACO1	http://www.wikipathways.org/instance/WP2007_r106626
Curated_gene_sets	NIKOLSKY_BREAST_CANCER_17Q11_Q21_AMPLICON	71	20	1.5615671291939765e-08	8.590180777696065e-05	PIGS:SGK494:KIAA0100:SDF2:SUPT6H:PROCA1:RPL23A:TLCD1:NEK8:TRAF4:FAM222B:ERAL1:FLOT2:DHRS13:PHF12:PIPOX:SEZ6:FBXL20:MED1:CDK12	http://www.gsea-msigdb.org/gsea/msigdb/cards/NIKOLSKY_BREAST_CANCER_17Q11_Q21_AMPLICON
Curated_gene_sets	GRAHAM_CML_QUIESCENT_VS_NORMAL_QUIESCENT_UP	31	10	1.8457143341426412e-05	0.034490481666945724	SPTA1:HBA1:PRDX2:KLF1:ANKRD27:APOE:APOC1:TST:MPST:TFR2	http://www.gsea-msigdb.org/gsea/msigdb/cards/GRAHAM_CML_QUIESCENT_VS_NORMAL_QUIESCENT_UP
Curated_gene_sets	TONKS_TARGETS_OF_RUNX1_RUNX1T1_FUSION_HSC_DN	66	15	1.8809570078319792e-05	0.034490481666945724	IL6R:FCGR2A:C11orf21:E2F8:SLC48A1:HBA1:TRAF4:FLOT2:KLF1:RBM38:GMPR:TFR2:DOK2:EXOSC4:GFI1B	http://www.gsea-msigdb.org/gsea/msigdb/cards/TONKS_TARGETS_OF_RUNX1_RUNX1T1_FUSION_HSC_DN
Curated_gene_sets	NIKOLSKY_BREAST_CANCER_16P13_AMPLICON	26	9	2.576490000056736e-05	0.035433178725780265	RHBDF1:MPG:NPRL3:HBZ:HBA1:LUC7L:ITFG3:ITFG3:RGS11:TMEM8A	http://www.gsea-msigdb.org/gsea/msigdb/cards/NIKOLSKY_BREAST_CANCER_16P13_AMPLICON
