,Category,GeneSet,N_genes,N_overlap,p,adjP,genes,link,corrected_P
10,GO_bp,GO_ADAPTIVE_IMMUNE_RESPONSE,113,14,5.126122233535725e-07,0.0003425181674226,GATA3:GPR183:IL4R:ALOX15:CLC:IL1R1:IL1RL1:IL18R1:IL18RAP:IL2:CAMK4:IL6:JAK2:IL33,http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_ADAPTIVE_IMMUNE_RESPONSE,0.0078779178507198
11,GO_bp,GO_REGULATION_OF_CELL_ACTIVATION,169,17,5.990471199921094e-07,0.0003669163609951,GATA3:LRRC32:GPR183:SOCS1:IL4R:CLC:IL1RL2:IL1RL1:CD200:TLR6:IL2:TSLP:CAMK4:IL5:IL6:JAK2:IL33,http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_REGULATION_OF_CELL_ACTIVATION,0.008439076302887299
12,GO_bp,GO_REGULATION_OF_ADAPTIVE_IMMUNE_RESPONSE,56,10,7.952732919885364e-07,0.0004194505613863,GATA3:IL4R:ALOX15:CLC:IL1R1:IL1RL1:IL18R1:IL2:IL6:IL33,http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_REGULATION_OF_ADAPTIVE_IMMUNE_RESPONSE,0.0096473629118849
13,GO_bp,GO_T_HELPER_1_TYPE_IMMUNE_RESPONSE,15,6,8.41347749987173e-07,0.0004194505613863,IL4R:IL1R1:IL1RL1:IL18R1:IL18RAP:IL33,http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_T_HELPER_1_TYPE_IMMUNE_RESPONSE,0.0096473629118849
14,GO_bp,GO_REGULATION_OF_PRODUCTION_OF_MOLECULAR_MEDIATOR_OF_IMMUNE_RESPONSE,44,9,8.719397778414033e-07,0.0004194505613863,GATA3:IL4R:CLC:IL1R1:IL18R1:IL2:IL5:IL6:IL33,http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_REGULATION_OF_PRODUCTION_OF_MOLECULAR_MEDIATOR_OF_IMMUNE_RESPONSE,0.0096473629118849
15,GO_bp,GO_POSITIVE_REGULATION_OF_PRODUCTION_OF_MOLECULAR_MEDIATOR_OF_IMMUNE_RESPONSE,33,8,9.13089657439708e-07,0.0004194505613863,GATA3:IL4R:IL1R1:IL18R1:IL2:IL5:IL6:IL33,http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_POSITIVE_REGULATION_OF_PRODUCTION_OF_MOLECULAR_MEDIATOR_OF_IMMUNE_RESPONSE,0.0096473629118849
16,GO_bp,GO_REGULATION_OF_T_CELL_CYTOKINE_PRODUCTION,9,5,9.909167047838656e-07,0.0004284257517742,GATA3:CLC:IL1R1:IL18R1:IL6,http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_REGULATION_OF_T_CELL_CYTOKINE_PRODUCTION,0.0098537922908066
17,GO_bp,GO_PRODUCTION_OF_MOLECULAR_MEDIATOR_OF_IMMUNE_RESPONSE,60,10,1.549431163876153e-06,0.0005949701412559,GATA3:IL4R:CLC:IL1R1:IL18R1:IL18RAP:IL2:IL5:IL6:IL33,http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_PRODUCTION_OF_MOLECULAR_MEDIATOR_OF_IMMUNE_RESPONSE,0.0136843132488857
18,GO_bp,GO_POSITIVE_REGULATION_OF_CELL_ACTIVATION,107,13,1.6940338640523236e-06,0.0005949701412559,GATA3:GPR183:SOCS1:IL4R:IL1RL2:IL1RL1:TLR6:IL2:TSLP:IL5:IL6:JAK2:IL33,http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_POSITIVE_REGULATION_OF_CELL_ACTIVATION,0.0136843132488857
19,GO_bp,GO_POSITIVE_REGULATION_OF_T_CELL_CYTOKINE_PRODUCTION,5,4,1.7472408311031834e-06,0.0005949701412559,GATA3:IL1R1:IL18R1:IL6,http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_POSITIVE_REGULATION_OF_T_CELL_CYTOKINE_PRODUCTION,0.0136843132488857
20,GO_bp,GO_DEFENSE_RESPONSE,415,27,1.7947694361282222e-06,0.0005949701412559,JAK1:GATA3:SOCS1:IL4R:ALOX15:GPX4:ARID5A:IL1R1:IL1RL2:IL1RL1:IL18R1:IL18RAP:SP140:IL5RA:CD200:CD200R1:TLR6:IL2:TSLP:CAMK4:IL5:TNIP1:IL6:CCL24:JAK2:IL33:TNFSF8,http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_DEFENSE_RESPONSE,0.0136843132488857
21,GO_bp,GO_ALPHA_BETA_T_CELL_ACTIVATION,48,9,1.8983700333869536e-06,0.0005949701412559,GATA3:GPR18:GPR183:SOCS1:IL4R:IL18R1:IL2:IL6:TNFSF8,http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_ALPHA_BETA_T_CELL_ACTIVATION,0.0136843132488857
22,GO_bp,GO_REGULATION_OF_T_HELPER_1_TYPE_IMMUNE_RESPONSE,10,5,1.942759644917476e-06,0.0005949701412559,IL4R:IL1R1:IL1RL1:IL18R1:IL33,http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_REGULATION_OF_T_HELPER_1_TYPE_IMMUNE_RESPONSE,0.0136843132488857
23,GO_bp,GO_INTERLEUKIN_5_PRODUCTION,10,5,1.942759644917476e-06,0.0005949701412559,GATA3:IL1RL1:IL5RA:TSLP:IL33,http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_INTERLEUKIN_5_PRODUCTION,0.0136843132488857
24,GO_bp,GO_POSITIVE_REGULATION_OF_CYTOKINE_PRODUCTION,128,14,2.380684094996797e-06,0.000699921123929,GATA3:IL4R:POLR2E:IL1R1:IL1RL2:IL1RL1:IL18R1:CD200:TLR6:IL2:TSLP:IL6:JAK2:IL33,http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_POSITIVE_REGULATION_OF_CYTOKINE_PRODUCTION,0.016098185850367
25,GO_bp,GO_INTERLEUKIN_6_PRODUCTION,38,8,2.900360114467871e-06,0.0008199094938976,IL1RL2:IL18RAP:CD200:CD200R1:TLR6:TSLP:IL6:IL33,http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_INTERLEUKIN_6_PRODUCTION,0.018857918359644798
26,GO_bp,GO_REGULATION_OF_DEFENSE_RESPONSE,212,18,3.317117562645216e-06,0.0009029931142756,JAK1:GATA3:SOCS1:GPX4:IL1R1:IL1RL2:IL1RL1:IL18RAP:CD200:CD200R1:TLR6:IL2:TSLP:TNIP1:IL6:CCL24:JAK2:IL33,http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_REGULATION_OF_DEFENSE_RESPONSE,0.0207688416283388
27,GO_bp,GO_T_CELL_ACTIVATION,152,15,3.7458655086292233e-06,0.0009832896960151,GATA3:APBB1IP:LRRC32:GPR18:GPR183:SOCS1:IL4R:CLC:BAX:IL1RL2:IL18R1:IL2:CAMK4:IL6:TNFSF8,http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_T_CELL_ACTIVATION,0.0226156630083473
28,GO_bp,GO_CYTOKINE_SECRETION,68,10,5.059112680371587e-06,0.0012190413926207,GATA3:LRRC32:SOCS1:IL4R:IL1RL1:CD200:CD200R1:TLR6:TSLP:IL33,http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_CYTOKINE_SECRETION,0.0280379520302761
29,GO_bp,GO_POSITIVE_REGULATION_OF_IMMUNOGLOBULIN_SECRETION,6,4,5.141535125339031e-06,0.0012190413926207,IL2:IL5:IL6:IL33,http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_POSITIVE_REGULATION_OF_IMMUNOGLOBULIN_SECRETION,0.0280379520302761
30,GO_bp,GO_POSITIVE_REGULATION_OF_TYPE_2_IMMUNE_RESPONSE,6,4,5.141535125339031e-06,0.0012190413926207,GATA3:IL4R:IL6:IL33,http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_POSITIVE_REGULATION_OF_TYPE_2_IMMUNE_RESPONSE,0.0280379520302761
31,GO_bp,GO_T_CELL_DIFFERENTIATION,84,11,5.355683141595564e-06,0.0012301334715852,GATA3:GPR18:GPR183:SOCS1:IL4R:IL1RL2:IL18R1:IL2:CAMK4:IL6:TNFSF8,http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_T_CELL_DIFFERENTIATION,0.028293069846459597
32,GO_bp,GO_REGULATION_OF_MACROPHAGE_ACTIVATION,20,6,5.88732314125217e-06,0.0013006048835088,IL4R:IL1RL1:CD200:TLR6:IL6:IL33,http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_REGULATION_OF_MACROPHAGE_ACTIVATION,0.029913912320702403
33,GO_bp,GO_MACROPHAGE_ACTIVATION,30,7,6.016403542762237e-06,0.0013006048835088,CRTC3:IL4R:IL1RL1:CD200:TLR6:IL6:IL33,http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_MACROPHAGE_ACTIVATION,0.029913912320702403
34,GO_bp,GO_REGULATION_OF_PEPTIDE_SECRETION,142,14,8.204481092956718e-06,0.0016786655794587,GATA3:LRRC32:SOCS1:IL4R:IL1RL1:CD200:CD200R1:TLR6:IL2:TSLP:IL5:IL6:JAK2:IL33,http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_REGULATION_OF_PEPTIDE_SECRETION,0.0386093083275501
35,GO_bp,GO_RESPONSE_TO_CYTOKINE,345,23,8.222035491226733e-06,0.0016786655794587,JAK1:GATA3:ELF1:SOCS1:IL4R:ALOX15:IL1R1:IL1RL2:IL1RL1:IL18R1:IL18RAP:STAT4:IL5RA:MYNN:IL2:TSLP:IL5:IL6:CCL24:JAK2:IL33:GLDC:TNFSF8,http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_RESPONSE_TO_CYTOKINE,0.0386093083275501
101,GWAScatalog,Eosinophil counts,125,42,6.902244099091602e-39,1.2527573039851258e-35,JAK1:GATA3:APBB1IP:ZNF365:C11orf30:LRRC32:C12orf79:UBAC2:CLEC16A:IL4R:N4BP1:ALOX15:PELP1:SERPINB13:GPX4:RASGRP4:CLC:SYMPK:BAX:ARID5A:IL1RL1:IL18R1:IKZF2:SP140:IL5RA:GLB1:CD200:CD200R1:ACTRT3:SCD5:CHD1:TSLP:WDR36:IL5:RAD50:TNIP1:TRERF1:CCL24:RHBDD2:JAK2:AUH:TNFSF8,,2.8813417991657892e-34
102,GWAScatalog,Sum eosinophil basophil counts,111,34,1.2766583821268644e-29,1.1585674817801295e-26,JAK1:LARP4B:APBB1IP:ZNF365:C12orf79:UBAC2:CLEC16A:IL4R:N4BP1:ALOX15:SERPINB13:GPX4:RASGRP4:LGALS14:FOXA3:BAX:IL18R1:IKZF2:SP140:IL5RA:GLB1:CD200:CD200R1:ACTRT3:SCD5:WDR36:RAD50:TNIP1:TRERF1:CCL24:RHBDD2:JAK2:AUH:TNFSF8,,2.664705208094298e-25
103,GWAScatalog,Eosinophil percentage of white cells,92,29,1.3269556344333984e-25,8.02808158832206e-23,JAK1:APBB1IP:ZNF365:C11orf30:C12orf79:UBAC2:CLEC16A:IL4R:N4BP1:ALOX15:GPX4:RASGRP4:CLC:ARID5A:IL18R1:IKZF2:SP140:IL5RA:GLB1:CD200:SCD5:CHD1:TSLP:RAD50:TNIP1:TRERF1:CCL24:RHBDD2:TNFSF8,,1.8464587653140737e-21
104,GWAScatalog,Neutrophil percentage of granulocytes,89,28,1.0863080412486298e-24,4.929122737165658e-22,JAK1:LARP4B:APBB1IP:ZNF365:C12orf79:UBAC2:CLEC16A:N4BP1:ALOX15:GPX4:RASGRP4:CLC:BAX:IL18R1:ACVR2A:IKZF2:SP140:IL5RA:GLB1:CD200:ACTRT3:SCD5:CHD1:TSLP:TNIP1:TRERF1:RHBDD2:TNFSF8,,1.1336982295481013e-20
105,GWAScatalog,Eosinophil percentage of granulocytes,96,28,1.1727465943657517e-23,4.257070137547678e-21,JAK1:APBB1IP:ZNF365:C11orf30:C12orf79:UBAC2:CLEC16A:N4BP1:ALOX15:SERPINB13:GPX4:CLC:IL18R1:IKZF2:SP140:IL5RA:GLB1:CD200:SCD5:CHD1:TSLP:RAD50:TNIP1:TRERF1:CCL24:RHBDD2:AUH:TNFSF8,,9.791261316359659e-20
106,GWAScatalog,Asthma (childhood onset),120,26,2.212908636343796e-18,6.694048624939983e-16,GATA3:ZNF365:PRKRIR:C11orf30:LRRC32:UBAC2:CLEC16A:RMI2:IL4R:GPX4:IL1R1:IL1RL2:IL1RL1:IL18R1:IL5RA:GLB1:TLR6:ADAD1:IL2:TSLP:WDR36:CAMK4:RAD50:IL6:IL33:TPD52L3,,1.539631183736196e-14
107,GWAScatalog,"Allergic disease (asthma, hay fever or eczema)",150,27,7.093959088280566e-17,1.8393622493184613e-14,GATA3:ZNF365:C11orf30:LRRC32:DEXI:CLEC16A:RMI2:SMTNL2:ALOX15:IL1R1:IL1RL2:IL1RL1:IL18R1:IL18RAP:SLC9A2:GLB1:TLR6:ADAD1:IL2:TSLP:WDR36:CAMK4:RAD50:JAK2:IL33:TPD52L3:GLDC,,4.230533173432461e-13
108,GWAScatalog,Asthma or allergic disease (pleiotropy),86,20,6.6018678010903585e-15,1.4977987573723757e-12,GATA3:PRKRIR:C11orf30:SDR9C7:DEXI:CLEC16A:IL1R1:IL1RL2:IL1RL1:IL18R1:IL18RAP:SLC9A2:TLR6:ADAD1:IL2:TSLP:RAD50:IL33:TPD52L3:GLDC,,3.444937141956464e-11
109,GWAScatalog,Self-reported allergy,28,13,1.8030632267175283e-14,3.636177507213681e-12,GATA3:C11orf30:LRRC32:CLEC16A:IL4R:IL1RL2:IL1RL1:TLR6:ADAD1:TSLP:WDR36:CAMK4:IL33,,8.363208266591467e-11
110,GWAScatalog,Asthma onset (childhood vs adult),38,14,8.52678938948172e-14,1.5476122741909318e-11,LRRC32:CLEC16A:IL4R:IL1R1:IL1RL2:IL1RL1:IL18R1:ADAD1:IL2:TSLP:WDR36:CAMK4:RAD50:IL33,,3.559508230639143e-10
111,GWAScatalog,Asthma,151,23,8.039676481026112e-13,1.3265466193693083e-10,GATA3:ZNF365:C11orf30:LRRC32:UBAC2:DEXI:CLEC16A:SOCS1:IL4R:BAX:IL1R1:IL1RL2:IL1RL1:IL18R1:GLB1:ADAD1:IL2:TSLP:WDR36:CAMK4:RAD50:IL6:IL33,,3.051057224549409e-09
112,GWAScatalog,Asthma (adult onset),61,15,8.653916926417538e-12,1.3089049351206524e-09,GATA3:C11orf30:LRRC32:CLEC16A:RMI2:IL4R:IL1RL2:IL1RL1:IL18R1:ACVR2A:GLB1:ADAD1:IL2:TSLP:IL33,,3.0104813507775004e-08
113,GWAScatalog,Atopic dermatitis,36,12,2.247807688983234e-11,3.13828535038813e-09,ZNF365:EGR2:C11orf30:LRRC32:DEXI:CLEC16A:IL1RL1:IL18R1:IL18RAP:GLB1:IL2:RAD50,,7.218056305892699e-08
114,GWAScatalog,Allergy,29,11,3.1342482919468375e-11,4.063329035631078e-09,GATA3:C11orf30:LRRC32:CLEC16A:SOCS1:IL1RL1:TLR6:IL2:WDR36:CAMK4:IL33,,9.34565678195148e-08
115,GWAScatalog,Allergic sensitization,33,11,1.6133396685618927e-10,1.95214099895989e-08,C11orf30:LRRC32:IL1RL1:IL18R1:IL18RAP:TLR6:ADAD1:IL2:TSLP:WDR36:CAMK4,,4.489924297607747e-07
116,GWAScatalog,Allergic rhinitis,67,13,5.447132812590753e-09,6.179091284282637e-07,SLC45A1:GATA3:C11orf30:LRRC32:CLEC16A:RMI2:IL1RL1:IL2:TSLP:WDR36:CAMK4:RAD50:IL33,,1.4211909953850065e-05
117,GWAScatalog,Nasal polyps,13,7,7.1897630447269105e-09,7.676129368340789e-07,GATA3:ALOX15:GPX4:IL1RL1:IL18R1:TSLP:IL33,,1.7655097547183814e-05
118,GWAScatalog,"Medication use (adrenergics, inhalants)",28,9,1.1843467815716e-08,1.1942163380846964e-06,C11orf30:UBAC2:CLEC16A:IL4R:IL18R1:GLB1:IL2:TSLP:IL33,,2.746697577594802e-05
119,GWAScatalog,Asthma (moderate or severe),23,8,3.965479063122736e-08,3.788076052404088e-06,GATA3:C11orf30:CLEC16A:IL1RL1:TSLP:WDR36:RAD50:IL33,,8.712574920529403e-05
120,GWAScatalog,Primary biliary cholangitis,57,11,9.334523467208913e-08,8.471080046492086e-06,DEXI:CLEC16A:SOCS1:IL4R:IL1R1:IL1RL2:IL1RL1:IL18R1:IL18RAP:STAT4:TNFSF8,,0.000194834841069318
121,GWAScatalog,Asthma (age of onset),27,8,1.6529066664183302e-07,1.4285836188329854e-05,PRKRIR:C11orf30:LRRC32:TLR6:ADAD1:IL2:TSLP:IL6,,0.00032857423233158663
122,GWAScatalog,Medication use (glucocorticoids),13,6,3.004137530623314e-07,2.478413462764234e-05,C11orf30:CLEC16A:IL18R1:GLB1:TSLP:IL33,,0.0005700350964357738
123,GWAScatalog,Celiac disease,56,10,7.952732919885364e-07,6.275743586779102e-05,CLEC16A:SOCS1:IL1RL2:IL1RL1:IL18R1:IL18RAP:STAT4:GLB1:ADAD1:IL2,,0.0014434210249591934
124,GWAScatalog,Inflammatory bowel disease,382,26,1.2381383677015855e-06,9.36342140574324e-05,ZNF365:UBAC2:GPR18:GPR183:CRTC3:RMI2:SOCS1:TNP2:PRM3:PRM2:PRM1:GPX4:IL1R1:IL1RL2:IL1RL1:IL18R1:IL18RAP:STAT4:SP140:ADAD1:IL2:IL5:TNIP1:JAK2:AUH:TNFSF8,,0.002153586923320945
125,GWAScatalog,Serum protein levels (sST2),5,4,1.7472408311031834e-06,0.000126849684338,IL1R1:IL1RL2:IL1RL1:IL18RAP,,0.0029175427397740003
126,GWAScatalog,Type 1 diabetes,57,9,8.44848352253823e-06,0.0005897691382079,GATA3:GPR183:DEXI:CLEC16A:RMI2:TNP2:PRM3:ADAD1:IL2,,0.013564690178781699
127,GWAScatalog,IgE grass sensitization,3,3,1.4772144216357794e-05,0.0009930163612107,C11orf30:LRRC32:IL2,,0.0228393763078461
128,GWAScatalog,Bulimia nervosa,15,5,2.095978767278241e-05,0.0013337949708197,SOCS1:TNP2:PRM3:PRM2:PRM1,,0.030677284328853097
129,GWAScatalog,Alopecia areata,49,8,2.1311324602629664e-05,0.0013337949708197,ZNF365:EGR2:LRRC32:DEXI:CLEC16A:SOCS1:ADAD1:IL2,,0.030677284328853097
143,Chemical_and_Genetic_pertubation,ZHENG_BOUND_BY_FOXP3,164,17,3.881727693120364e-07,0.0012817464842683,JAK1:GATA3:APBB1IP:ELF1:UBAC2:GPR18:GPR183:TET3:STAT4:IKZF2:SP140:CD200:CD200R1:MYNN:TLR6:CAMK4:NSMCE2,http://www.gsea-msigdb.org/gsea/msigdb/cards/ZHENG_BOUND_BY_FOXP3,0.0294801691381709
146,Hallmark_gene_sets,HALLMARK_ALLOGRAFT_REJECTION,65,9,2.542970935895728e-05,0.0012714854679478,SOCS1:IL4R:IL18RAP:ACVR2A:STAT4:TLR6:IL2:IL6:JAK2,http://www.gsea-msigdb.org/gsea/msigdb/cards/HALLMARK_ALLOGRAFT_REJECTION,0.0292441657627994
155,Positional_gene_sets,chr2q11,17,10,9.778524061109877e-13,2.923778694271853e-10,GPAT2:ADRA2B:ASTL:DUSP2:ITPRIPL1:NCAPH:ARID5A:KANSL3:TMEM131:IL1R1,http://www.gsea-msigdb.org/gsea/msigdb/cards/chr2q11,6.7246909968252616e-09
156,Positional_gene_sets,chr2q12,7,5,1.7186700871058458e-07,2.56941178022324e-05,IL1RL2:IL1RL1:IL18R1:IL18RAP:SLC9A2,http://www.gsea-msigdb.org/gsea/msigdb/cards/chr2q12,0.0005909647094513452
157,Positional_gene_sets,chr9p24,18,6,2.9363890751764728e-06,0.0002926601111592,JAK2:INSL6:INSL4:IL33:TPD52L3:GLDC,http://www.gsea-msigdb.org/gsea/msigdb/cards/chr9p24,0.0067311825566616
175,GO_mf,GO_INTERLEUKIN_1_RECEPTOR_ACTIVITY,4,4,3.562618760179317e-07,0.0005860507860494,IL1R1:IL1RL2:IL1RL1:IL18R1,http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_INTERLEUKIN_1_RECEPTOR_ACTIVITY,0.0134791680791362
178,Curated_gene_sets,REACTOME_SIGNALING_BY_INTERLEUKINS,212,21,3.080319545795521e-08,0.0001599363426441,JAK1:GATA3:APBB1IP:SOCS1:IL4R:ALOX15:RASGRP4:DUSP2:IL1R1:IL1RL2:IL1RL1:IL18R1:IL18RAP:STAT4:IL5RA:IL2:TSLP:IL5:IL6:JAK2:IL33,http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_SIGNALING_BY_INTERLEUKINS,0.0036785358808143
179,Curated_gene_sets,KEGG_CYTOKINE_CYTOKINE_RECEPTOR_INTERACTION,81,13,6.026784194324542e-08,0.0001599363426441,IL4R:IL1R1:IL18R1:IL18RAP:ACVR2A:IL5RA:IL2:TSLP:IL5:IL6:CCL24:TNFRSF10B:TNFSF8,http://www.gsea-msigdb.org/gsea/msigdb/cards/KEGG_CYTOKINE_CYTOKINE_RECEPTOR_INTERACTION,0.0036785358808143
180,Curated_gene_sets,REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM,267,23,8.722214650654296e-08,0.0001599363426441,JAK1:GATA3:APBB1IP:SOCS1:IL4R:ALOX15:RASGRP4:DUSP2:IL1R1:IL1RL2:IL1RL1:IL18R1:IL18RAP:STAT4:IL5RA:KPNA4:IL2:TSLP:IL5:IL6:JAK2:IL33:TNFSF8,http://www.gsea-msigdb.org/gsea/msigdb/cards/REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM,0.0036785358808143
181,Curated_gene_sets,PID_IL27_PATHWAY,12,6,1.650796038223761e-07,0.0002270257251567,JAK1:GATA3:STAT4:IL2:IL6:JAK2,http://www.gsea-msigdb.org/gsea/msigdb/cards/PID_IL27_PATHWAY,0.005221591678604099
182,Curated_gene_sets,KEGG_JAK_STAT_SIGNALING_PATHWAY,51,10,3.16677052393392e-07,0.0003484080930432,JAK1:SOCS1:IL4R:STAT4:IL5RA:IL2:TSLP:IL5:IL6:JAK2,http://www.gsea-msigdb.org/gsea/msigdb/cards/KEGG_JAK_STAT_SIGNALING_PATHWAY,0.0080133861399936
183,Curated_gene_sets,ZHENG_BOUND_BY_FOXP3,164,17,3.881727693120364e-07,0.0003558897339975,JAK1:GATA3:APBB1IP:ELF1:UBAC2:GPR18:GPR183:TET3:STAT4:IKZF2:SP140:CD200:CD200R1:MYNN:TLR6:CAMK4:NSMCE2,http://www.gsea-msigdb.org/gsea/msigdb/cards/ZHENG_BOUND_BY_FOXP3,0.0081854638819425
184,Curated_gene_sets,PID_IL23_PATHWAY,15,6,8.41347749987173e-07,0.0006611791389542,IL18R1:IL18RAP:STAT4:IL2:IL6:JAK2,http://www.gsea-msigdb.org/gsea/msigdb/cards/PID_IL23_PATHWAY,0.015207120195946599
185,Curated_gene_sets,PID_IL12_2PATHWAY,25,7,1.5740527864418765e-06,0.001082358047277,SOCS1:IL1R1:IL18R1:IL18RAP:STAT4:IL2:JAK2,http://www.gsea-msigdb.org/gsea/msigdb/cards/PID_IL12_2PATHWAY,0.024894235087371003
