,Category,GeneSet,N_genes,N_overlap,p,adjP,genes,link,corrected_P
12,GWAScatalog,Red blood cell traits,55,19,7.789977018756136e-10,1.5709786987824878e-07,SPTA1:TRIM58:HK1:PTPLAD1:NRG4:MPG:NPRL3:ITFG3:ITFG3:RBM38:FBXO7:KCTD17:TMPRSS6:NCAPH2:SCO2:TYMP:TFRC:TFR2:ACTL6B:PRKAG2,,3.613251007199722e-06
13,GWAScatalog,High light scatter reticulocyte percentage of red cells,113,27,2.454144732869921e-09,4.4542726901589074e-07,SMIM1:SPTA1:TMCC2:TRIM58:HK1:ZNF259:PSMB5:ELMSAN1:NPRL3:CDH1:SPECC1:ERAL1:TMC6:TMC8:EIF4A3:HOOK2:MAST1:APOE:RMND5A:RBM38:TFRC:GMPR:ATXN1:VEGFA:BZW2:TFR2:GFI1B,,1.0244827187365486e-05
14,GWAScatalog,Hemoglobin levels,21,11,1.8263301283584536e-08,3.0134447117914484e-06,HK1:MPG:NPRL3:HBZ:HBA1:ITFG3:ITFG3:PCIF1:TMPRSS6:TFR2:ACTL6B:PRKAG2,,6.930922837120332e-05
15,GWAScatalog,High light scatter reticulocyte count,118,26,3.0355915722705994e-08,4.591332253059282e-06,SMIM1:SPTA1:TMCC2:TRIM58:HK1:ZNF259:PSMB5:ELMSAN1:CDH1:SPECC1:ERAL1:TMC6:TMC8:EIF4A3:C18orf25:HOOK2:MAST1:APOE:RMND5A:RBM38:PLS1:TFRC:GMPR:ATXN1:BZW2:GFI1B,,0.00010560064182036348
16,GWAScatalog,Hematocrit,85,21,8.476209145324037e-08,1.1834091999048556e-05,FCGR2A:PROX1:EGLN1:HK1:APOA5:NRG4:ACSBG1:EGLN2:PSD4:TFCP2L1:TMPRSS6:PNPLA3:FBLN1:VEGFA:AGFG2:TFR2:ACTL6B:EPO:PRKAG2:ACO1:AK1,,0.0002721841159781168
17,GWAScatalog,Immature fraction of reticulocytes,82,18,4.6315770120453305e-06,0.0006004508769187,SMIM1:SPTA1:TMCC2:TRIM58:HK1:ELMSAN1:SPECC1:ERAL1:TMC6:EIF4A3:DNASE2:APOE:RMND5A:TMPRSS6:BZW2:TFR2:ANP32B:GFI1B,,0.0138103701691301
22,Chemical_and_Genetic_pertubation,NIKOLSKY_BREAST_CANCER_17Q11_Q21_AMPLICON,71,20,1.5615671291939765e-08,5.1562946605985104e-05,PIGS:SGK494:KIAA0100:SDF2:SUPT6H:PROCA1:RPL23A:TLCD1:NEK8:TRAF4:FAM222B:ERAL1:FLOT2:DHRS13:PHF12:PIPOX:SEZ6:FBXL20:MED1:CDK12,http://www.gsea-msigdb.org/gsea/msigdb/cards/NIKOLSKY_BREAST_CANCER_17Q11_Q21_AMPLICON,0.0011859477719376574
26,Positional_gene_sets,chr17q11,45,17,1.2627522916291511e-09,3.7756293519711617e-07,PIGS:SGK494:KIAA0100:SDF2:SUPT6H:PROCA1:RPL23A:TLCD1:NEK8:TRAF4:FAM222B:ERAL1:FLOT2:DHRS13:PHF12:PIPOX:SEZ6,http://www.gsea-msigdb.org/gsea/msigdb/cards/chr17q11,8.683947509533673e-06
27,Positional_gene_sets,chr9q34,35,12,1.2572599241283491e-06,0.0001879603586571,ENG:AK1:GFI1B:OBP2B:SURF6:MED22:RPL7A:SURF1:SURF4:ADAMTS13:CACFD1:SLC2A6,http://www.gsea-msigdb.org/gsea/msigdb/cards/chr9q34,0.0043230882491132995
33,Wikipathways,Iron metabolism in placenta,7,6,5.457538910952736e-07,0.0002963443628647,HAMP:SLC40A1:TF:TFRC:TFR2:ACO1,http://www.wikipathways.org/instance/WP2007_r106626,0.006815920345888101
34,Curated_gene_sets,NIKOLSKY_BREAST_CANCER_17Q11_Q21_AMPLICON,71,20,1.5615671291939765e-08,8.590180777696065e-05,PIGS:SGK494:KIAA0100:SDF2:SUPT6H:PROCA1:RPL23A:TLCD1:NEK8:TRAF4:FAM222B:ERAL1:FLOT2:DHRS13:PHF12:PIPOX:SEZ6:FBXL20:MED1:CDK12,http://www.gsea-msigdb.org/gsea/msigdb/cards/NIKOLSKY_BREAST_CANCER_17Q11_Q21_AMPLICON,0.001975741578870095
